ObjectID,GlobalID,Minute,4-Letter Species Code,Radial Distance (m),How Detected?,Direction,Song Also?,Visual ID,Sex,Migrant,Number of Birds in Group,Next Observation,ParentGlobalID,CreationDate,Creator,EditDate,Editor
56,9490baec-fd77-45c2-a8a3-10f49e62626b,6,MODO,225,S,W,,,U,,,,194c7e7e-4a67-4492-9116-f6f5340d1802,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
57,c9839fa4-706e-4009-b7b2-82767892b530,1,BRBL,37,C,E,,V,M,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
58,2fc85f3d-0495-4c14-8d02-bb896b09a74b,1,VESP,52,S,NE,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
59,2cfa4289-c621-462c-a736-d743ea98ba7b,1,WEME,62,S,NE,,V,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
60,de6721a9-4e88-4bca-a60c-f4057daf2f88,1,BRSP,47,S,N,,V,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
61,62f78ec6-c776-494c-9dd8-d87628d56bcf,1,BRSP,79,S,W,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
62,14d9717b-abdb-4b86-9277-04769bdf36df,2,WEME,197,S,N,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
63,0f248e3f-4665-40ca-8e95-1320b6bbd0ec,2,HOLA,90,S,S,,V,M,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
64,86325f2b-4cf0-47bb-aa27-1307ba17d8d3,2,BRSP,184,S,SE,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
65,1558d885-d681-4b7f-b853-90836cbe5e30,3,WEME,216,S,W,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
66,15acc588-6103-4905-b02b-25b098d4a293,4,HOLA,149,S,SW,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
67,b4fe6086-dfb5-4821-b183-50dd3bcb25ea,4,VESP,82,S,S,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
68,af96e81d-6fb8-4337-a46f-6ebda006868b,5,BRSP,60,S,SW,,,U,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
69,1a5431e8-bfea-4529-8970-8388347d01ab,6,NOBI,,,,,,,,,,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
70,4e47f17d-ea90-4fa4-9d3f-211e6a09af5e,1,WEME,62,S,NE,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
71,145b779c-84fa-4eef-865c-f6f62133a46f,1,WEME,50,S,NW,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
72,6bfb2ad2-81a8-4626-abf6-31e7bd0813fa,1,BRSP,63,S,N,,V,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
73,9849166a-4abe-4b0b-aed7-77e3f2e0eb72,2,HOLA,77,S,W,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
74,55f27bbc-3c69-4a9b-ad2f-7977e4a531d6,2,VESP,51,S,NW,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
75,54ef0dde-e77e-4ffa-bf1d-782a647711ab,2,WEME,85,S,E,,V,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
76,66e13d06-44f2-442c-8fd9-e7854805dd61,3,HOLA,29,S,S,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
77,aa6dae6c-dc54-4720-85bd-99abc787b7c4,3,BRSP,44,S,E,,,U,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
78,5c865fb7-72a6-47ba-af7a-fa2323f061c9,4,NOBI,,,,,,,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
79,94e3b5f1-9004-4768-b97a-be499131b399,5,NOBI,,,,,,,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
80,5a49fc02-cbb3-428f-8f8c-ee07289f5224,6,NOBI,,,,,,,,,,8629ca2c-38a5-4937-81b5-5d251c52e412,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
81,2e451ff6-e186-453c-be89-4d805d62f077,1,HOLA,34,C,NE,Y,V,M,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
82,8755eb3d-8e14-4cd0-aa9f-bebdcdb6120d,1,WEME,82,S,N,,V,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
83,754da059-f3f0-4615-a9aa-7f549273af1d,1,HOLA,97,S,SW,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
84,90a7ea38-43d5-4b4d-a5ef-d63c47d9cf8d,1,WEME,134,S,W,,V,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
85,e16bc14b-2987-455f-9d46-1b43c5087674,2,VESP,79,S,NE,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
86,fd81dc59-5632-472d-8efb-132338a75dac,3,HOLA,63,S,SE,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
87,92e4fe92-91d4-4610-9b23-e2634278c5a3,3,WEME,74,S,SW,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
88,ac775271-936a-49a0-9e5b-f693fcad01e6,4,WEME,61,S,S,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
89,996b1018-8e6f-4fed-bf72-3841bf05e1b5,5,BRSP,123,S,E,,,U,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
90,9013d29f-a0b6-4193-a90f-af3ffbff3a7b,6,NOBI,,,,,,,,,,5f51659a-12cb-495e-b529-9457c7ce2334,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
91,a89c9efa-3349-4426-a556-1d49eb840abf,1,HOLA,8,S,SW,,V,M,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
92,120e7794-7842-45b5-b76e-01c3f27901ea,1,HOLA,11,S,NW,,V,M,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
93,3cee28b8-958b-4454-9097-013214eb34be,1,WEME,57,S,N,,V,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
94,9d4c7dd8-ba44-46db-88ea-1b53b1b14b35,1,HOLA,73,S,W,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
95,e56dc821-6d18-47b4-96e5-ed93f136a06c,2,BRSP,40,S,N,,V,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
96,2257fc62-da45-49ea-9e7b-22430ae452a4,2,WEME,161,S,NE,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
97,beecab5b-85f0-4839-b068-24bef3d4aa95,3,BRSP,86,S,NW,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
98,68a6bee2-6bd5-4c42-a859-b2f7fc021806,3,CORA,350,S,W,,V,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
99,06262970-4cfd-4d16-b34b-c405951af5c9,4,WEME,211,S,S,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
100,d298b6f3-a129-40fe-8525-cda63a196557,4,WEME,180,S,SE,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
101,f86a6f3c-af65-483c-a0bc-acb2fe099da1,4,BRSP,144,S,E,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
102,72de6462-eb62-4e25-a919-6fc3edc8cbe5,5,NOBI,,,,,,,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
103,4414fe33-e582-4f48-91cb-268e0e494fc1,6,AMKE,89,F,NW,,,U,,,,26bc8641-6429-43c5-a79d-226e49cfdf2d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
104,e119ad26-c070-4090-b235-2de0c215c292,1,WEME,102,S,NW,,V,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
105,70806195-b255-4fa3-8b6c-1622a9af3360,1,WEME,144,S,SE,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
106,f7d9f6cc-a6e7-4a7b-a7b0-1ae7b9267c0b,1,HOLA,113,S,E,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
107,e1b0aed2-ea37-40b7-afd7-fc6b8a5572e8,1,HOLA,98,S,NE,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
108,3ec230db-f99c-47ed-8eb5-6eab682f9935,1,WEME,156,S,W,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
109,0f43ef44-18c9-436b-afa6-271fd12c2dd0,2,HOLA,70,S,N,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
110,6a1657c4-12ae-4335-a2bc-33978612338c,2,SPTO,124,C,SW,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
111,4a2e7274-1122-4069-86b2-34cfc225297c,4,BRSP,177,S,E,,,U,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
112,c4643c66-4422-416f-a11c-f0abea3078b7,5,NOBI,,,,,,,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
113,4faae267-38ae-43a8-bf85-c7d81c6ce4ab,6,NOBI,,,,,,,,,,a127ffa9-889c-4f55-99a2-94c95033ea9c,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
114,e096dc82-baa5-4c4f-8df9-1f38e74a0fe1,1,WEME,22,S,NW,,,U,,,,a4ad9e07-193c-4dae-8d47-9913ab3f0b3d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
115,b7ecc5b8-c9e6-4d82-9881-18ca7006804d,1,WEME,46,S,E,,V,U,,,,a4ad9e07-193c-4dae-8d47-9913ab3f0b3d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
116,2ad7b67f-25e2-44bd-a3dc-2a81c921d738,1,WEME,126,S,N,,V,U,,,,a4ad9e07-193c-4dae-8d47-9913ab3f0b3d,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston
