ObjectID,GlobalID,Did you find at least one nest?,Time Found,4-Letter Species Code,Nest ID,Ocupied or Abandoned?,Nest Substrate Type,Number of eggs,Number of nestlings,Estimated age of nestlings (days),Nest Height (cm),Nest Substrate Species,Other Substrate Species,Substrate Height (cm),Substrate Width (cm),Shrub Vigor,Next Nest,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,b0c65a54-e6eb-4b66-8b6e-143a5c01f889,,,,,,,,,,,,,,,,,af2548ee-aa00-4cc2-9742-781856bff988,4/22/2024 8:47:20 PM,will.harrod,4/22/2024 8:47:20 PM,will.harrod,0,0
