ObjectID,GlobalID,Did you find at least one nest?,Time Found,4-Letter Species Code,Nest ID,Ocupied or Abandoned?,Nest Substrate Type,Number of eggs,Number of nestlings,Estimated age of nestlings (days),Nest Height (cm),Nest Substrate Species,Other Substrate Species,Substrate Height (cm),Substrate Width (cm),Shrub Vigor,Next Nest,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,adcf4077-4e96-4f67-b2aa-1bd00914e594,,,,,,,,,,,,,,,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,0,0
