ObjectID,GlobalID,Incidental Bird?,Time,4-Letter Species Code,Sex,Number of Birds in Incidental Group,Incidental Notes,Next Incidental Observation,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
131,1c4adc37-2668-4722-88f5-5dd501851272,,,,,,,,3b8131ec-a1df-46b4-85d3-02f7c109b655,6/12/2024 2:34:37 PM,will.harrod,6/12/2024 2:34:37 PM,will.harrod,0,0
132,df73b080-0714-4d69-8bf3-a3e7b1f9625e,,,,,,,,d8887d6d-9e8e-4c54-bd59-cd230a40e7b4,6/14/2024 2:02:40 PM,will.harrod,6/14/2024 2:02:40 PM,will.harrod,0,0
133,1955ebb9-45dc-4378-ae05-1b32bad529b8,,,,,,,,74d7b468-be44-4b70-9cba-4260b02203c0,6/14/2024 4:31:29 PM,will.harrod,6/14/2024 4:31:29 PM,will.harrod,0,0
134,39e19af5-9436-4bae-828a-56dec79f2243,Y,07:08,SEOW,U,2,Scared off short eared owl walking between points,,3e19b26b-3ab8-4528-a4fd-6d2c7b6c7a69,6/14/2024 9:55:14 PM,reggleston,6/14/2024 9:55:14 PM,reggleston,-113.957525306689,42.2251043197509
135,9a933978-ae40-44de-82b0-c6a2825bcfa9,,,,,,,,a40707c4-68d0-41ea-9a56-32d5d62e6278,6/14/2024 9:55:16 PM,reggleston,6/14/2024 9:55:16 PM,reggleston,0,0
136,fcb0a75f-a9ed-4f20-9888-70a2e04c734d,Y,05:48,GSAG,U,32,,,abf5dd6b-8024-4803-a47f-1f4d2813e3f3,6/15/2024 2:51:47 PM,will.harrod,6/15/2024 2:51:47 PM,will.harrod,-114.047565999357,42.227727685489
137,f206054d-e778-4ba1-9daf-47457f644769,Y,07:09,GSAG,F,1,Probably near her nest,,29ffe833-13d6-47bd-b4ad-e066edfab4c6,6/15/2024 2:51:50 PM,will.harrod,6/15/2024 2:51:50 PM,will.harrod,-113.980362344283,41.8661540023464
138,85fdf1ee-f17a-4764-a3b9-d7f84352af12,Y,07:01,GSAG,F,1,,,59917ccc-9461-4cfc-ad03-4a98e300e09d,6/15/2024 2:51:51 PM,will.harrod,6/15/2024 2:51:51 PM,will.harrod,-113.885683936727,42.0105184457747
139,469772df-adbf-402e-81bb-d0d922ce5808,Y,06:02,GRAP,U,1,,,b1e5fb7e-6b91-47cf-8687-f088cfb6027b,6/15/2024 9:49:22 PM,will.harrod,6/15/2024 9:49:22 PM,will.harrod,-113.897837746906,42.0552672035122
140,d6aee81b-a2da-400b-a8fd-a155ffea6f6c,Y,08:35,GRAP,U,2,,,b1e5fb7e-6b91-47cf-8687-f088cfb6027b,6/15/2024 9:49:22 PM,will.harrod,6/15/2024 9:49:22 PM,will.harrod,-113.896580956354,42.052177039456
141,6ebf8217-d445-404d-91a8-8b0fb53f82b2,,,,,,,,8aa526dd-0b5a-4edd-b022-4d0f815e3b16,6/18/2024 5:08:57 PM,reggleston,6/18/2024 5:08:57 PM,reggleston,0,0
142,207b7d52-4e14-47b2-8204-dfc3217b1b1f,,,,,,,,eb32ea70-c4bd-4e2e-a564-a39667022a24,6/18/2024 8:36:03 PM,will.harrod,6/18/2024 8:36:03 PM,will.harrod,0,0
143,c6dc82ff-8838-457b-b33b-3bdb6d506592,,,,,,,,7a5fb679-5a09-4cb4-817d-63c819005747,6/19/2024 2:52:50 PM,will.harrod,6/19/2024 2:52:50 PM,will.harrod,0,0
144,2abf4336-fd9c-49c6-8d9d-4285cb57d7ab,,,,,,,,271441d5-a81e-4ba5-a5ea-bd2231969100,6/20/2024 3:06:43 PM,will.harrod,6/20/2024 3:06:43 PM,will.harrod,0,0
145,b379b736-6dbe-40c8-9e11-c1ecf7395f1b,Y,06:21,GSAG,F,1,,,35e834ff-39dd-4aac-995f-2f6e0fe9c9b0,7/8/2024 7:52:34 PM,will.harrod,7/8/2024 7:52:34 PM,will.harrod,-113.885470272541,42.0080292151471
