ObjectID,GlobalID,Minute,Species_Code,Radial_Distance,How_Detected?,Song_Also?,Sex,Visual_Detection?,Migrating?,Point_Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Is_bird_within_burn?,Direction
1,3fc5b117-140c-4a2d-b7de-4b881c1e5751,1,VESP,97,S,,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
2,579dac53-5c99-4eaf-9047-055db49844b8,2,WEME,93,V,yes,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
3,c30e2542-4764-4ee0-8aa0-6095b2e83731,3,VESP,117,S,,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
4,aab10b78-33d1-4d2f-a983-e8097cf3b68b,4,WEME,113,V,Yes,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
5,f23a8a60-6848-4cf1-a73e-fb37f03ea210,4,HOLA,161,S,,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
6,070895b6-64e8-4dca-a927-6d6fb1adb5ef,5,WEME,99,S,,U,No,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
7,018ab202-9c9a-4189-a74f-06f38295c124,6,HOLA,29,S,,U,Yes,Yes,,85b3fcb1-c173-4d40-939f-03631457d039,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
8,fd4f2b23-c79c-4754-8fb3-a8ec35c92155,1,ROWR,212,S,Yes,U,Yes,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
9,cc6acb8f-0583-46bd-b362-458d0a1e2f30,2,NOBI,0,V,,U,No,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
10,c9759bb5-d0a2-4eb8-b426-b39134f246a7,3,VESP,70,S,,U,Yes,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
11,366cbc10-4122-4ed7-8841-976a538c9afd,4,VESP,89,S,,U,Yes,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
12,106d5e43-73c2-48be-b059-8add6e972d96,4,HOLA,65,S,,U,No,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
13,45bc87a3-2464-4155-a394-95724172d8f6,5,WEME,150,S,,U,No,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
14,3b61d9b5-0c5d-4efc-8594-d1f3efdd95be,5,WEME,94,S,,U,Yes,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
15,a25b0b77-fdaf-4bde-85b3-749fa0e9d48e,6,NOBI,0,V,,U,No,Yes,,0c18fecd-d49c-47fa-a9f8-ded1c9b82656,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
16,67f534c4-937f-4332-8e20-6b7b939d9b52,1,VESP,49,S,,U,Yes,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
17,882cd490-c7c5-49db-a7f5-2a600c15eb4c,1,CORA,537,C,,U,Yes,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
18,1f28de0c-9cf1-4b42-8857-b050d9806037,2,ROWR,169,S,,U,Yes,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
19,5facd5dd-1bf8-46c7-b479-6c380d049fe7,3,HOLA,44,S,,U,Yes,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
20,383e4922-9718-47a3-aa35-d411de2c0947,3,VESP,108,S,,U,No,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
21,cd15fd80-c40a-4d22-b463-64c598595f16,4,WEME,195,S,,U,No,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
22,ee9ed6b1-4124-4db1-a062-74e5248c1e94,5,CORA,>600,C,,U,No,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
23,5001495d-43a0-41ef-a657-2df7c4264a4e,6,NOBI,0,V,,U,No,Yes,,e18b4335-27e3-44f2-8d39-c3ff5963643e,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
24,f15e8788-5b4c-4c56-8a12-95379af01e17,1,VESP,56,S,,U,No,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
25,d44102b9-dcdb-4c2c-b824-e15ce50379be,2,CORA,416,C,,U,Yes,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
26,1005b176-f932-4377-8eb0-ea7c0ef351ad,2,CORA,416,C,,U,Yes,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
27,2cb26a0a-fc66-4e1a-aac6-ba23544eb80d,3,LASP,75yed,V,Yes,M,Yes,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
28,383bff98-3e27-440c-81a1-290859ab4eb6,4,LASP,34,V,Yes,F,Yes,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
29,1e7a5409-a92d-4a1b-bc78-82e3f4d5b57a,5,HOLA,152,S,,U,No,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
30,e76b4f51-6cc7-4e73-88f4-9da50e961d71,6,LASP,46,V,,U,Yes,Yes,,54b79900-87e3-4523-ac70-87e9827f49ed,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
31,99b11145-5061-4d85-ac66-f673cac84572,1,WEME,409,S,,U,No,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
32,dc49b079-0d02-4705-a9ca-7a75aafbbc8a,1,WEME,318,S,,U,No,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
33,9ee4f347-240c-40ce-bd69-46c87e94c1c2,2,CORA,>600,C,,U,Yes,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
34,6be8d790-fd8e-4097-a1ca-7adbccac3e71,2,CONI,10,C,,U,Yes,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
35,160c3dba-7cda-4ee0-bdbd-4581eea635ce,3,HOLA,88,S,,U,Yes,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
36,a4e6083f-41cb-408e-89a0-d16ad0c29edc,3,VESP,32,S,,U,No,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
37,d24de465-3f9c-43e5-949e-1f7c7014c8cb,5,VESP,107,S,,U,Yes,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
38,37d8a27d-9ae1-4bcc-af50-2b7de262eebe,6,NOBI,0,V,,U,No,Yes,,9872fcde-0d60-4c5f-91f2-127f2b72a580,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
39,1b43facf-8bd0-4d56-bbb0-2201f3bf0594,1,HOLA,114,V,Yes,U,Yes,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
40,85cef48e-41a8-4bbb-8d35-3d66456a47ea,2,HOLA,65,V,Yes,U,Yes,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
41,06cdc177-88e3-4656-a8a2-70dac94c1b3e,2,CORA,>600,C,,U,No,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
42,d76f6514-1c37-483c-ae77-4c2b3f8c442e,4,HOLA,64,V,Yes,U,Yes,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
43,95af327b-2173-4421-9905-1132a4d2bf1a,5,CORA,500,C,,U,No,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
44,3b28eb16-cc49-4d7c-9a85-8b26af039fe0,5,WEME,235,S,,U,Yes,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
45,b5994256-d1fe-4edc-a612-80a9b5925c5e,6,VESP,173,S,,U,No,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
46,67536f32-52b8-41e1-8b0e-661734df23a1,6,ROWR,34,S,,U,Yes,Yes,,162903ca-9a7c-4b5f-a967-42eb9df45fad,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
47,da44426b-32f0-4689-931f-7c0dc1030692,1,HOLA,93,V,No,U,Yes,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
48,2ea4dbc6-bde5-471e-aec2-356ef8c89aea,1,HOLA,14,V,No,U,Yes,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
49,e30870b7-59c8-4a00-9978-dd6bd3f91703,2,NOBI,0,V,,U,No,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,No,
50,e19fbacb-5939-473c-8dda-bdb6831ac770,3,HOLA,24,V,No,U,Yes,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
51,09d71c84-b3a7-42e0-80ed-f55eaae563b9,4,HOLA,167,F,No,U,Yes,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
52,62a83a42-cc2a-4340-b83e-a85d214116fb,4,CORA,>600,C,,U,No,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
53,7cbaf392-360a-4d5b-bcaf-ba3cc29eaabd,5,CORA,>600,C,,U,No,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
54,90a3f7cc-ef7b-43ad-b3fe-b88be5cbf1a9,6,WEME,200,S,,U,No,Yes,,a51a750c-b68a-4932-b114-72b91f077073,6/3/2022__11:57:54_AM,reggleston,6/3/2022__11:57:54_AM,reggleston,Yes,
55,d0544900-0ae2-4931-b9ef-87a1f33bcc1f,1,Vesp,66,S,,U,No,Yes,,7e5b4ecf-47f3-40ee-88f6-b4e03b64c59b,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
56,05ab09c8-687c-41f1-be41-b688cfed5c07,2,Mela,55,S,,U,No,Yes,,7e5b4ecf-47f3-40ee-88f6-b4e03b64c59b,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,No,
57,323dded1-aad2-421b-86f6-0f3a39a0fa2d,4,CoRa,120,C,,U,No,Yes,,7e5b4ecf-47f3-40ee-88f6-b4e03b64c59b,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,No,
58,61e816bb-1e81-4f6e-8ff9-0cd03f548d80,6,MoDo,80,C,,U,No,Yes,,7e5b4ecf-47f3-40ee-88f6-b4e03b64c59b,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,No,
59,c022150b-1597-42d5-abd1-8f949f59b2a8,6,MeLa,75,S,,U,No,Yes,,7e5b4ecf-47f3-40ee-88f6-b4e03b64c59b,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,No,
60,aba1be6f-d471-49b8-b7f2-b477561fc9e2,1,Vesp,55,S,,U,Yes,Yes,,602a34e7-1f68-4934-9f80-5bf9cab3cef6,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
61,865d8e9d-d27a-4641-843e-69426c773c14,2,Rowr_,80,S,,U,No,Yes,,602a34e7-1f68-4934-9f80-5bf9cab3cef6,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
62,bf1bec7e-6224-4308-82b6-621367b7cf2e,2,Weme_,70,S,,U,No,Yes,,602a34e7-1f68-4934-9f80-5bf9cab3cef6,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
63,1c98cd55-4cfa-42ed-8b67-377511f7c9a5,1,Rowr,90,S,,U,No,Yes,,a0dcfdd5-98b4-4252-bdf8-86e17f92c0f1,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
64,37cfe2d2-27e2-49dd-b1bc-c5acd9385e41,4,Weme,80,S,,U,No,Yes,,a0dcfdd5-98b4-4252-bdf8-86e17f92c0f1,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
65,a7032858-47ab-4839-af3c-c9d67eb317f0,6,Cora,120,C,,U,No,Yes,,a0dcfdd5-98b4-4252-bdf8-86e17f92c0f1,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
66,911c702b-8ab0-4111-afd4-95398338e88a,1,Weme,40,S,,U,No,Yes,,b7cf9861-cd25-40ba-938c-f2c6f2a0b8dc,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
67,b6b5020d-6960-4f81-93bc-11485d9c337f,1,Cora,150,V,,U,Yes,Yes,,b7cf9861-cd25-40ba-938c-f2c6f2a0b8dc,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
68,dcb84e3c-3360-4909-b9a1-d91800bedf2d,3,Unsp_,50,V,,U,Yes,Yes,,b7cf9861-cd25-40ba-938c-f2c6f2a0b8dc,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
69,ec3bc1ac-0999-4265-9ce8-55283f31ce37,1,Chsp_,40,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
70,4c24ef78-aa45-48f7-8a6d-33f80d4a1958,1,Chsp_,50,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
71,cebf1d04-5d68-4f8d-a035-3f9fdb0ae686,1,Weme_,75,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
72,18267b57-d59b-43c5-860c-8ab564544ee3,2,Cora,80,C,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
73,36eebd6d-a99f-4152-957f-b387eb944a16,2,Weme,70,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
74,dae7cad7-4bca-446e-a220-41026449bcf7,4,Weme_,85,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
75,d7f652c9-5c4f-4914-ad5b-a9b709613879,4,Hola,30,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
76,9a78464d-03f9-4ef7-b059-f5e8d78d385a,5,Bbma_,150,C,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
77,5635013d-40bd-4428-81d2-95f02925c9da,6,Rowr,170,S,,U,No,Yes,,337ec6c8-124b-426a-bcc7-1a990b935329,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
78,86e36987-83ba-4ac8-ab22-235ce6f7a06a,1,Lasp,30,V,,U,Yes,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
79,46a7ad21-5d69-4e51-9ea5-9c9f21283eed,1,Weme,70,S,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
80,ac12533d-d425-4898-92b5-1f9cfd7d8906,1,Cora,200,C,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
81,701d8cfd-08ae-4bcb-80e2-a06bfe0a85ef,1,Modo,150,S,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
82,4ba35451-1d49-4dc1-82df-4bce24c14713,2,Hola,25,S,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
83,82ffb779-3c05-4006-b628-f7b2d7ff3306,3,Hola,80,V,,U,Yes,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
84,377c1ff4-4c1d-4a43-a08f-c0683c2fa760,4,Cora,180,C,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
85,156cdaf5-1653-4d61-8e42-c26f6938a4df,4,Weme,75,S,,U,No,Yes,,61209308-77a3-481c-a016-674b016d30e3,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
86,50a2c640-34fa-4177-a691-1fa9b3656bd1,1,Hola,30,S,,U,No,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
87,1b8b66a3-1760-4d03-a277-c796881d860e,2,Weme,60,S,,U,No,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
88,fda25dc0-50a6-4089-9e20-17b1c73fb781,2,Cora,170,C,,U,No,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
89,231fe460-a88c-4847-9991-2b04ca415cf5,3,Hola,20,V,,U,Yes,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
90,1f5ac10f-cdf9-4c76-8256-c1b0bccf70ab,3,Weme,80,S,,U,No,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
91,f047b72c-55a0-4d08-a783-e590025ef6ec,5,Rowr,75,S,,U,No,Yes,,d39f76aa-1928-42d4-a28d-17179ce02858,6/6/2022__3:53:00_AM,reggleston,6/6/2022__3:53:00_AM,reggleston,Yes,
92,8e3b41d4-615b-4036-a7d2-e3884d4b4996,1,WEME,98,S,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
93,5842607e-42d1-497d-a2e3-fab74bde310e,1,HOLA,63,S,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
94,ccc9033b-c8b6-4a46-aa4a-715572c7d699,1,HOLA,107,OA,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
95,7d84b820-c5fc-4fc7-9197-0d9cee4e7f2a,2,Horned_Lark,81,S,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
96,34bfb042-ace6-49c3-9b52-58a9b6bfbadc,3,HOLA,78,S,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
97,81edf0a8-0bfb-426e-bbae-9a619416cb95,4,NOBI,,,,,,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,,
98,9c81c6ef-21f2-4b6d-8380-2ac06ef0cc89,5,HOLA,68,S,,U,No,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
99,8b6d2d09-a5a9-47a1-b4f2-d8b67a471796,6,NOBI,,,,,,,,c2ef71e0-62d7-461a-b19c-ae6928ba253f,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,,
100,49e50aaa-6ee3-4fb6-8f76-fcd8794987fc,1,HOLA,49,V,,M,Yes,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
101,b4b02dd4-cf03-47c4-9e8e-045918b1c728,1,HOLA,49,V,,F,Yes,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
102,480c7be8-3978-4191-9457-0591d162b287,2,WEME,150,S,,U,No,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
103,80b097e1-c1b5-4ebb-81d9-27aa2a4d0071,3,HOLA,93,S,,U,No,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
104,9e309d8f-701f-468e-b1b2-82ad67858647,4,WEME,175,S,,U,No,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
105,9671a8d2-b2c9-43c7-9d74-990ce013ed8e,5,WEME,200,S,,U,No,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
106,fc6b6b98-5618-4987-8edc-c5e58ef969f9,6,NOBI,,,,,,,,0c469364-cd30-4f92-9dd1-784e34718fce,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,,
107,c2e32e92-955a-46cf-89ca-fd10d8ac11df,1,BUOW,80,C,,U,Yes,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
108,fa5dc04e-129e-4c39-b167-8d03f3999eb1,1,HOLA,25,V,No,U,Yes,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
109,84b66b34-9c40-4bb8-a75b-8f1f7c23ff0e,2,WEME,223,S,,U,No,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
110,60ca164f-ea76-4d19-854d-84a40bdacf11,2,WEME,82,S,,U,No,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
111,d623e5c1-09c9-439f-b1fd-94415868af7a,3,CORA,450,S,,U,Yes,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
112,4ce9ae7f-ba15-40f8-9ba4-451ca2ce5146,4,HOLA,44,S,,U,No,,,5adceca1-9315-4dd5-abe0-3eeae70f3380,6/7/2022__4:31:42_AM,carter_ruger,6/7/2022__4:31:42_AM,carter_ruger,No,
