ObjectID,GlobalID,Point #,Start Time at Point,Area Burned?,Percent of Area Burned,Area Treated?,Treatment Type,Percent of Area Treated,Cliff/Rock Present,Cheatgrass Present?,Percent Cheatgrat,Woody Vegitation Species Present,Woody Plant Species 1,Woody Plant Species 2,Woody Plant Species 3,Woody Plant Species 4,Woody Plant Species 5,Percent Tree Cover,Percent Shrub Cover,Average Shrub Height,Ground Cover Types Present,% snow cover,% water cover,% low woody vegitation (<0.25m) cover,% dead or downed tree cover,% herb or forb cover (not grass),% dead grass cover,% live grass cover,% leaf litter cover,% bare ground cover,"If Point Isn't Surveyed, Why?",Point Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Next Point,Average Dead Grass Height,x,y
143,90e53537-47d2-44dc-b289-5a371ceefd70,16,06:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94133756,41.48981541
144,598c7abb-e19c-44e8-8f1c-17d26b783888,12,06:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94145049,41.49207596
145,17e26670-83ca-4755-b9d2-d2f3c7610207,08,06:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94156346,41.49422347
146,bd213345-4386-4265-b077-4ff689a0a900,04,06:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.9416977,41.49641077
147,2a2d1128-dd13-4e00-a956-a8553095f9b2,03,07:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94470413,41.49641044
148,0225f619-e760-4c2f-a297-63af0973ff62,07,07:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94461296,41.49411121
149,650be787-055d-40c1-b9a7-ece0a0deecf0,11,07:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94454516,41.49189554
150,07f42628-0179-433f-8650-1d150a5d34cf,10,07:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94748697,41.49181109
151,05e5db82-b42f-477b-a412-d553e8a1e716,06,07:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94750871,41.49419656
152,1f4e7c23-8682-4b01-a798-e4cb23a1e7d9,02,08:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94766763,41.49642112
153,967b230a-c818-402f-94e8-d0d2a0a23a7c,01,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.95070776,41.49638173
154,c860e0aa-5e86-40b8-ab5a-d4b68310913a,05,08:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.95057894,41.494044
155,62bca406-46d4-4aa8-80b2-f654679632ab,09,08:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.95055264,41.4918482
156,061f1cfc-005c-4fab-852f-0a100b2bdaed,13,08:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.95035981,41.48964642
157,6f9ec6f9-bae4-487c-8df9-23a7e610cf70,14,09:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94732231,41.4896944
158,be8cfd3d-40fe-4ba3-bd11-7ae6e21b7a05,15,09:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848163b8-52af-4ce1-bf68-5f419da3cacf,5/22/2023 3:29:50 PM,will.harrod,5/22/2023 3:29:50 PM,will.harrod,,,-113.94429879,41.48977125
160,6a66b66d-163e-4d79-8640-3c1ed656e35e,01,06:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.943558773132,41.53388631534
161,7752a6f9-2457-4702-a435-6b2d3b25824c,02,06:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.940543865047,41.533964176838
162,75567840-c2ff-4d7d-88c5-7277951359ba,03,06:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.9374571183,41.5341107732807
163,bee2be81-483c-4448-be00-73e7d37f639f,04,06:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.934587737313,41.5341195611973
164,3824acc8-9962-4ac2-8dde-36737151bbb7,08,07:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.934435687879,41.5319310164599
165,1984a6fa-1c9d-47d1-908a-2c59678d0672,07,07:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.937373068923,41.5318478771374
166,fcc307a5-b421-4591-bb47-dcaff12b817e,06,07:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.940494615055,41.531770348253
167,20fc4e14-ffd4-45e9-9cff-4771c41e7ff3,05,07:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.943498522385,41.5316466693753
168,33017901-fc80-4606-a7eb-bd95c40c8fc7,09,07:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.943362718016,41.5293708737262
169,5236ea3b-1d25-4ee2-b460-459a6f14acb4,10,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.940306530367,41.5294942731763
170,741bc14b-f43f-421f-83bc-d661b150ca9b,11,08:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.937325534803,41.5295519606432
171,ca071811-0226-45a8-9504-d220aa09d14a,12,08:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.934339685472,41.5296236984818
172,6cd8c2d3-af2e-4811-b0d6-51077271853e,16,08:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.934142040195,41.5273786057174
173,a6199726-2210-496d-946a-7fd115065993,15,09:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.937223395439,41.5274330461787
174,4260801e-0603-4c50-b4ff-1dd79ed227d7,14,09:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.940291507276,41.5272649471106
175,bd315aa4-856c-4221-aa03-cd4c9eb64b48,13,09:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292723ca-bf1a-4a38-ac60-5d4b2d31af6d,5/22/2023 7:08:25 PM,will.harrod,5/22/2023 7:08:25 PM,will.harrod,,,-113.943250235276,41.5271888394295
176,896b5430-5e37-4aaa-a51b-602a0079bf49,02,05:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947e9162-a4c8-43bc-9cab-ff93c6812a43,5/23/2023 2:11:29 PM,will.harrod,5/23/2023 2:11:29 PM,will.harrod,,,-113.660492347659,41.5645197825893
177,86d30924-2683-4677-b378-0e3777be0328,01,06:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947e9162-a4c8-43bc-9cab-ff93c6812a43,5/23/2023 2:11:29 PM,will.harrod,5/23/2023 2:11:29 PM,will.harrod,,,-113.657729233161,41.5670112313604
