FID,RouteName,Point_ID,Geo_X,Geo_Y,UTM_X,UTM_Y
399,ID-B26,4,-114.0549726,42.22244768,247866.7568,4678993.504
400,ID-C26,13,-113.9490554,42.20098262,256526.6294,4676301.761
401,ID-C26,14,-113.9460933,42.20107105,256771.5362,4676303.121
402,ID-C26,15,-113.9431313,42.20115947,257016.4423,4676304.49
403,ID-C26,16,-113.9401693,42.2012479,257261.3476,4676305.868
404,ID-C26,9,-113.9491747,42.20317684,256525.206,4676545.764
405,ID-C26,10,-113.9462127,42.20326526,256770.1044,4676547.124
406,ID-C26,11,-113.9432507,42.20335369,257015.002,4676548.492
407,ID-C26,12,-113.9402886,42.20344211,257259.8988,4676549.869
408,ID-C26,5,-113.9492941,42.20537098,256523.7834,4676789.758
409,ID-C26,6,-113.9463321,42.2054594,256768.6733,4676791.117
410,ID-C26,7,-113.94337,42.20554782,257013.5624,4676792.485
411,ID-C26,8,-113.940408,42.20563624,257258.4508,4676793.861
412,ID-C26,1,-113.9494135,42.20756505,256522.3615,4677033.745
413,ID-C26,2,-113.9464514,42.20765346,256767.2429,4677035.103
414,ID-C26,3,-113.9434894,42.20774188,257012.1236,4677036.47
415,ID-C26,4,-113.9405274,42.2078303,257257.0035,4677037.845
416,ID-B28,13,-113.7474486,42.00778202,272482.3186,4654291.688
417,ID-B28,14,-113.7444868,42.00787429,272727.9396,4654294.06
418,ID-B28,15,-113.741525,42.00796656,272973.5598,4654296.441
419,ID-B28,16,-113.7385631,42.00805883,273219.1794,4654298.83
420,ID-B28,9,-113.7475728,42.00998279,272479.8835,4654536.397
421,ID-B28,10,-113.744611,42.01007506,272725.4961,4654538.769
422,ID-B28,11,-113.7416491,42.01016732,272971.1078,4654541.149
423,ID-B28,12,-113.7386873,42.01025959,273216.7188,4654543.537
424,ID-B28,5,-113.747697,42.01218348,272477.4492,4654781.098
425,ID-B28,6,-113.7447352,42.01227575,272723.0533,4654783.468
426,ID-B28,7,-113.7417733,42.01236801,272968.6566,4654785.848
427,ID-B28,8,-113.7388115,42.01246027,273214.2592,4654788.236
428,ID-B28,1,-113.7478212,42.0143841,272475.0156,4655025.79
429,ID-B28,2,-113.7448593,42.01447636,272720.6113,4655028.16
430,ID-B28,3,-113.7418975,42.01456862,272966.2061,4655030.539
431,ID-B28,4,-113.7389357,42.01466088,273211.8002,4655032.926
432,ID-B24,13,-113.0078725,42.055068,333853.6611,4657840.188
433,ID-B24,14,-113.004909,42.05512308,334099.0395,4657840.549
434,ID-B24,15,-113.0019455,42.05517816,334344.4174,4657840.918
435,ID-B24,16,-112.9989819,42.05523324,334589.7948,4657841.296
436,ID-B24,9,-113.0079467,42.05726838,333853.2605,4658084.655
437,ID-B24,10,-113.0049831,42.05732345,334098.6304,4658085.015
438,ID-B24,11,-113.0020196,42.05737853,334343.9999,4658085.384
439,ID-B24,12,-112.9990561,42.0574336,334589.3688,4658085.762
440,ID-B24,5,-113.0080208,42.05946867,333852.8604,4658329.113
441,ID-B24,6,-113.0050573,42.05952375,334098.2219,4658329.473
442,ID-B24,7,-113.0020938,42.05957882,334343.5828,4658329.842
443,ID-B24,8,-112.9991303,42.0596339,334588.9435,4658330.219
444,ID-B24,1,-113.008095,42.06166889,333852.4608,4658573.564
445,ID-B24,2,-113.0051315,42.06172397,334097.8137,4658573.924
446,ID-B24,3,-113.002168,42.06177904,334343.1663,4658574.291
447,ID-B24,4,-112.9992045,42.06183411,334588.5183,4658574.668
448,ID-C24,13,-112.9860991,42.04572141,335631.3352,4656760.289
449,ID-C24,14,-112.9831353,42.04576615,335876.7472,4656759.565
450,ID-C24,15,-112.9801714,42.0458109,336122.1588,4656758.849
451,ID-C24,16,-112.9772076,42.04585564,336367.57,4656758.142
452,ID-C24,9,-112.9861593,42.04792234,335632.0245,4657004.789
453,ID-C24,10,-112.9831955,42.04796709,335877.428,4657004.065
454,ID-C24,11,-112.9802317,42.04801183,336122.8312,4657003.348
455,ID-C24,12,-112.9772679,42.04805657,336368.2339,4657002.64
456,ID-C24,5,-112.9862196,42.0501232,335632.7142,4657249.281
457,ID-C24,6,-112.9832558,42.05016794,335878.1093,4657248.556
458,ID-C24,7,-112.9802919,42.05021268,336123.5039,4657247.839
459,ID-C24,8,-112.9773281,42.05025742,336368.8982,4657247.131
460,ID-C24,1,-112.9862798,42.05232398,335633.4043,4657493.764
461,ID-C24,2,-112.983316,42.05236872,335878.7908,4657493.039
462,ID-C24,3,-112.9803522,42.05241346,336124.177,4657492.322
463,ID-C24,4,-112.9773884,42.0524582,336369.5628,4657491.613
464,ID-C22,13,-112.9511325,42.0954002,338651.2019,4662209.849
465,ID-C22,14,-112.948169,42.09545545,338896.4199,4662210.391
466,ID-C22,15,-112.9452055,42.0955107,339141.6374,4662210.942
467,ID-C22,16,-112.942242,42.09556595,339386.8545,4662211.501
468,ID-C22,9,-112.951207,42.09759917,338650.6209,4662454.158
469,ID-C22,10,-112.9482435,42.09765442,338895.8304,4662454.699
470,ID-C22,11,-112.94528,42.09770966,339141.0395,4662455.249
471,ID-C22,12,-112.9423165,42.09776491,339386.2481,4662455.808
472,ID-C22,5,-112.9512814,42.09979807,338650.0405,4662698.458
473,ID-C22,6,-112.9483179,42.09985331,338895.2415,4662698.999
474,ID-C22,7,-112.9453544,42.09990856,339140.4421,4662699.549
475,ID-C22,8,-112.9423909,42.0999638,339385.6422,4662700.107
476,ID-C22,1,-112.9513559,42.10199688,338649.4605,4662942.75
477,ID-C22,2,-112.9483924,42.10205213,338894.653,4662943.29
478,ID-C22,3,-112.9454289,42.10210737,339139.8452,4662943.839
479,ID-C22,4,-112.9424654,42.10216261,339385.0368,4662944.397
480,ID-C21,13,-113.0035099,42.01842967,334119.3722,4653763.52
481,ID-C21,14,-113.0005463,42.01848057,334364.8916,4653763.43
482,ID-C21,15,-112.9975827,42.01853148,334610.4106,4653763.349
483,ID-C21,16,-112.994619,42.01858238,334855.9292,4653763.277
484,ID-C21,9,-113.0035785,42.02063141,334119.4239,4654008.126
485,ID-C21,10,-113.0006148,42.02068231,334364.9349,4654008.036
486,ID-C21,11,-112.9976512,42.02073321,334610.4454,4654007.955
487,ID-C21,12,-112.9946875,42.02078412,334855.9554,4654007.882
488,ID-C21,5,-113.003647,42.02283308,334119.476,4654252.725
489,ID-C21,6,-113.0006833,42.02288398,334364.9785,4654252.634
490,ID-C21,7,-112.9977197,42.02293488,334610.4806,4654252.552
491,ID-C21,8,-112.994756,42.02298578,334855.9822,4654252.479
492,ID-C21,1,-113.0037155,42.02503467,334119.5286,4654497.314
493,ID-C21,2,-113.0007519,42.02508557,334365.0226,4654497.224
494,ID-C21,3,-112.9977882,42.02513647,334610.5162,4654497.141
495,ID-C21,4,-112.9948246,42.02518737,334856.0094,4654497.067
496,ID-B23,13,-113.1546821,42.06109765,321721.7624,4658805.445
497,ID-B23,14,-113.1517183,42.0611432,321967.1281,4658804.327
498,ID-B23,15,-113.1487545,42.06118875,322212.4935,4658803.216
499,ID-B23,16,-113.1457907,42.0612343,322457.8584,4658802.114
500,ID-B23,9,-113.1547435,42.06329803,321722.8443,4659049.9
501,ID-B23,10,-113.1517797,42.06334358,321968.2015,4659048.781
502,ID-B23,11,-113.1488159,42.06338913,322213.5583,4659047.67
503,ID-B23,12,-113.1458521,42.06343468,322458.9147,4659046.567
504,ID-B23,5,-113.1548048,42.06549834,321723.9266,4659294.346
505,ID-B23,6,-113.151841,42.06554389,321969.2753,4659293.226
506,ID-B23,7,-113.1488772,42.06558943,322214.6236,4659292.115
507,ID-B23,8,-113.1459134,42.06563499,322459.9715,4659291.012
508,ID-B23,1,-113.1548662,42.06769857,321725.0091,4659538.784
509,ID-B23,2,-113.1519024,42.06774412,321970.3493,4659537.664
510,ID-B23,3,-113.1489386,42.06778966,322215.6892,4659536.552
511,ID-B23,4,-113.1459748,42.06783521,322461.0287,4659535.449
512,UT_B01,16,-113.7103618,41.52990678,273880.4573,4601131.146
513,UT_B01,13,-113.7193758,41.5296759,273127.5604,4601129.155
514,UT_B01,14,-113.71636,41.52975068,273379.4424,4601129.539
515,UT_B01,15,-113.7133443,41.5298254,273631.3254,4601129.925
516,UT_B01,9,-113.7194872,41.53190895,273126.0687,4601377.396
517,UT_B01,10,-113.7164714,41.53198375,273377.9501,4601377.781
518,UT_B01,11,-113.7134556,41.53205848,273629.8322,4601378.167
519,UT_B01,12,-113.7104397,41.53213314,273881.7153,4601378.554
520,UT_B01,5,-113.7195987,41.53414201,273124.5766,4601625.637
521,UT_B01,6,-113.7165828,41.53421683,273376.4571,4601626.023
522,UT_B01,7,-113.7135669,41.53429157,273628.3384,4601626.41
523,UT_B01,8,-113.7105509,41.53436625,273880.2208,4601626.799
524,UT_B01,1,-113.7197102,41.53637508,273123.0839,4601873.878
525,UT_B01,2,-113.7166942,41.53644991,273374.9636,4601874.265
526,UT_B01,3,-113.7136782,41.53652467,273626.8442,4601874.654
527,UT_B01,4,-113.7106621,41.53659936,273878.7258,4601875.043
528,UT_C01,13,-113.7183118,41.5703663,273358.6149,4605644.432
529,UT_C01,14,-113.715294,41.57043401,273610.4856,4605644.027
530,UT_C01,15,-113.7122762,41.57050165,273862.3572,4605643.624
531,UT_C01,16,-113.7092584,41.57056923,274114.2298,4605643.222
532,UT_C01,9,-113.7184139,41.57259969,273357.9148,4605892.687
533,UT_C01,10,-113.715396,41.57266742,273609.7847,4605892.283
534,UT_C01,11,-113.7123781,41.57273508,273861.6556,4605891.881
535,UT_C01,12,-113.7093602,41.57280267,274113.5273,4605891.48
536,UT_C01,5,-113.718516,41.57483309,273357.2141,4606140.942
537,UT_C01,6,-113.715498,41.57490084,273609.0833,4606140.54
538,UT_C01,7,-113.71248,41.57496851,273860.9533,4606140.138
539,UT_C01,8,-113.709462,41.57503612,274112.8243,4606139.738
540,UT_C01,2,-113.7156001,41.57713425,273608.3811,4606388.797
541,UT_C01,3,-113.712582,41.57720194,273860.2505,4606388.396
542,UT_C01,4,-113.7095639,41.57726957,274112.1207,4606387.997
543,UT_C01,1,-113.718598,41.57705392,273358.151,4606387.748
544,UT_B02,10,-113.6247752,41.53850488,281050.4305,4601865.239
545,UT_B02,9,-113.6251311,41.54072364,281028.2284,4602112.499
546,UT_B02,8,-113.6254871,41.54294239,281006.0263,4602359.759
547,UT_B02,5,-113.6288411,41.54490119,280732.8603,4602585.766
548,UT_B02,6,-113.625843,41.54516115,280983.8241,4602607.021
549,UT_B02,7,-113.6228449,41.54542105,281234.7881,4602628.276
550,UT_B02,2,-113.6291972,41.54711993,280710.659,4602833.028
551,UT_B02,3,-113.626199,41.54737991,280961.6221,4602854.282
552,UT_B02,4,-113.6232009,41.54763982,281212.5854,4602875.538
553,UT_B02,1,-113.6265551,41.54959867,280939.4203,4603101.545
554,UT_C02,10,-113.6567956,41.55572451,278437.9996,4603858.915
555,UT_C02,9,-113.656945,41.5579564,278433.1637,4604107.116
556,UT_C02,8,-113.6570945,41.56018829,278428.3273,4604355.317
557,UT_C02,5,-113.6602596,41.5623165,278171.652,4604599.755
558,UT_C02,6,-113.657244,41.56242018,278423.4904,4604603.519
559,UT_C02,7,-113.6542284,41.56252379,278675.3295,4604607.284
560,UT_C02,2,-113.6604092,41.56454838,278166.8154,4604847.956
561,UT_C02,3,-113.6573935,41.56465207,278418.6531,4604851.72
562,UT_C02,4,-113.6543778,41.5647557,278670.4913,4604855.486
563,UT_C02,1,-113.6576013,41.56708664,278409.6504,4605122.576
564,UT_B08,13,-114.0114109,41.77526807,249714.3823,4629208.375
565,UT_B08,14,-114.0083843,41.77533715,249966.2215,4629207.233
566,UT_B08,15,-114.0053578,41.77540616,250218.0616,4629206.092
567,UT_B08,16,-114.0023312,41.7754751,250469.9026,4629204.952
568,UT_B08,9,-114.0115148,41.77750189,249714.4363,4629456.725
569,UT_B08,10,-114.0084882,41.77757098,249966.2747,4629455.584
570,UT_B08,11,-114.0054615,41.77764,250218.114,4629454.444
571,UT_B08,12,-114.0024348,41.77770896,250469.9543,4629453.305
572,UT_B08,5,-114.0116188,41.7797357,249714.4899,4629705.075
573,UT_B08,6,-114.008592,41.77980481,249966.3275,4629703.935
574,UT_B08,7,-114.0055653,41.77987385,250218.1659,4629702.797
575,UT_B08,8,-114.0025385,41.77994282,250470.0053,4629701.659
576,UT_B08,2,-114.0086959,41.78203865,249966.3796,4629952.288
577,UT_B08,3,-114.0056691,41.78210771,250218.2172,4629951.15
578,UT_B08,4,-114.0026422,41.78217669,250470.0558,4629950.013
579,UT_B08,1,-114.0117168,41.78194992,249714.9572,4629951.232
580,UT-C08,4,-113.9657005,41.79043766,253572.03,4630760.677
581,UT-C08,13,-113.9744181,41.78350498,252820.9286,4630015.909
582,UT-C08,14,-113.9713916,41.7835849,253072.769,4630016.079
583,UT-C08,15,-113.9683651,41.78366475,253324.6103,4630016.251
584,UT-C08,16,-113.9653386,41.78374453,253576.4525,4630016.423
585,UT-C08,9,-113.9745364,41.78573847,252819.6838,4630264.26
586,UT-C08,10,-113.9715099,41.78581841,253071.5234,4630264.432
587,UT-C08,11,-113.9684832,41.78589827,253323.3638,4630264.604
588,UT-C08,12,-113.9654566,41.78597807,253575.2052,4630264.778
589,UT-C08,5,-113.9746548,41.78797197,252818.4384,4630512.612
590,UT-C08,6,-113.9716281,41.78805192,253070.2772,4630512.784
591,UT-C08,7,-113.9686014,41.7881318,253322.1168,4630512.958
592,UT-C08,8,-113.9655746,41.78821162,253573.9574,4630513.133
593,UT-C08,1,-113.9747731,41.79020547,252817.1924,4630760.964
594,UT-C08,2,-113.9717463,41.79028543,253069.0305,4630761.138
595,UT-C08,3,-113.9687195,41.79036533,253320.8694,4630761.312
596,UT-B15,3,-113.9707858,41.85354358,253391.9325,4637782.696
597,UT-B15,4,-113.9676789,41.85361017,253650.1199,4637781.163
598,UT-B15,13,-113.9764205,41.84668208,252897.7137,4637036.99
599,UT-B15,14,-113.9733914,41.84676605,253149.5354,4637037.595
600,UT-B15,15,-113.9703623,41.84684994,253401.3581,4637038.2
601,UT-B15,16,-113.9673332,41.84693378,253653.1816,4637038.807
602,UT-B15,9,-113.9765441,41.84891557,252896.0514,4637285.359
603,UT-B15,10,-113.9735149,41.84899955,253147.8723,4637285.965
604,UT-B15,11,-113.9704858,41.84908347,253399.6943,4637286.571
605,UT-B15,12,-113.9674594,41.84908634,253650.9717,4637278.196
606,UT-B15,6,-113.9736385,41.85123307,253146.2091,4637534.335
607,UT-B15,7,-113.9706092,41.851317,253398.03,4637534.943
608,UT-B15,8,-113.9675799,41.85140086,253649.8518,4637535.552
609,UT-B15,1,-113.9767914,41.85338257,252892.7255,4637782.099
610,UT-B15,2,-113.9737621,41.85346659,253144.5449,4637782.706
611,UT-B15,5,-113.9766678,41.85114907,252894.3888,4637533.729
612,UT_B24,5,-114.0382009,41.79999757,247584.6802,4632032.791
613,UT_B24,13,-114.0383603,41.7955775,247554.0692,4631542.444
614,UT_B24,14,-114.035333,41.79550324,247805.3274,4631525.304
615,UT_B24,15,-114.0323058,41.79542892,248056.5872,4631508.165
616,UT_B24,16,-114.0292785,41.79535452,248307.8484,4631491.027
617,UT_B24,9,-114.0382739,41.79781181,247570.023,4631790.294
618,UT_B24,10,-114.0352466,41.79773757,247821.2805,4631773.156
619,UT_B24,11,-114.0322192,41.79766326,248072.5395,4631756.018
620,UT_B24,12,-114.0291919,41.79758888,248323.8001,4631738.882
621,UT_B24,6,-114.0351601,41.7999719,247837.2325,4632021.008
622,UT_B24,7,-114.0321327,41.79989761,248088.4908,4632003.872
623,UT_B24,8,-114.0291052,41.79982325,248339.7506,4631986.738
624,UT_B24,1,-114.038053,41.80225553,247605.8372,4632283.086
625,UT_B24,2,-114.0350737,41.80220624,247853.1834,4632268.86
626,UT_B24,3,-114.0320461,41.80213196,248104.4409,4632251.727
627,UT_B24,4,-114.0290186,41.80205762,248355.7,4632234.594
628,UT-B16,15,-113.978848,41.8638467,252762.3388,4638949.99
629,UT-B16,16,-113.9758179,41.86392169,253014.1497,4638949.587
630,UT-B16,9,-113.9850202,41.86593028,252258.0633,4639199.168
631,UT-B16,10,-113.9819899,41.86600543,252509.8717,4639198.764
632,UT-B16,11,-113.9789597,41.86608051,252761.681,4639198.362
633,UT-B16,12,-113.9759295,41.86615553,253013.491,4639197.96
634,UT-B16,5,-113.9851321,41.86816407,252257.4066,4639447.538
635,UT-B16,6,-113.9821018,41.86823924,252509.2141,4639447.135
636,UT-B16,7,-113.9790714,41.86831433,252761.0224,4639446.734
637,UT-B16,8,-113.9760411,41.86838936,253012.8317,4639446.333
638,UT-B16,1,-113.985244,41.87039787,252256.7492,4639695.909
639,UT-B16,2,-113.9822136,41.87047305,252508.5559,4639695.507
640,UT-B16,3,-113.9791832,41.87054816,252760.3634,4639695.106
641,UT-B16,4,-113.9761528,41.8706232,253012.1719,4639694.706
642,UT-B16,13,-113.9818185,41.86375469,252515.41,4638948.341
643,UT-B16,14,-113.9849232,41.86368462,252257.4349,4638949.524
644,UT_C16,14,-113.9639551,41.90700373,254164.2042,4643699.451
645,UT_C16,15,-113.9609239,41.90692355,254415.336,4643681.857
646,UT_C16,16,-113.9578927,41.9068433,254666.4694,4643664.264
647,UT_C16,9,-113.9668917,41.90931767,253929.5116,4643964.827
648,UT_C16,10,-113.9638604,41.90923758,254180.6412,4643947.233
649,UT_C16,11,-113.9608291,41.90915742,254431.7724,4643929.641
650,UT_C16,12,-113.9577978,41.90907719,254682.9051,4643912.049
651,UT_C16,5,-113.966797,41.91155151,253945.9484,4644212.608
652,UT_C16,6,-113.9637657,41.91147144,254197.0773,4644195.016
653,UT_C16,7,-113.9607343,41.91139129,254448.2076,4644177.425
654,UT_C16,8,-113.9577028,41.91131107,254699.3396,4644159.835
655,UT_C16,1,-113.9667024,41.91378535,253962.384,4644460.39
656,UT_C16,2,-113.9636709,41.91370529,254213.5121,4644442.8
657,UT_C16,3,-113.9606394,41.91362516,254464.6418,4644425.21
658,UT_C16,13,-113.9670119,41.90709325,253910.9884,4643718.165
659,UT_C16,4,-113.9577039,41.91362435,254708.1194,4644416.712
660,UT-B30,13,-114.0167728,41.8608474,249602.6213,4638726.96
661,UT-B30,14,-114.0137429,41.86076894,249853.8261,4638709.406
662,UT-B30,15,-114.010713,41.86069041,250105.0324,4638691.854
663,UT-B30,16,-114.0076831,41.8606118,250356.2404,4638674.302
664,UT-B30,9,-114.0166805,41.86308171,249619.0051,4638974.796
665,UT-B30,10,-114.0136506,41.86300326,249870.2092,4638957.244
666,UT-B30,11,-114.0106206,41.86292475,250121.4147,4638939.693
667,UT-B30,12,-114.0075906,41.86284616,250372.622,4638922.143
668,UT-B30,5,-114.0165883,41.86531603,249635.3877,4639222.632
669,UT-B30,6,-114.0135582,41.86523759,249886.5909,4639205.082
670,UT-B30,7,-114.0105282,41.8651591,250137.7959,4639187.533
671,UT-B30,8,-114.0074981,41.86508053,250389.0024,4639169.985
672,UT-B30,1,-114.0164961,41.86755035,249651.7692,4639470.469
673,UT-B30,2,-114.0134659,41.86747193,249902.9717,4639452.92
674,UT-B30,3,-114.0104357,41.86739345,250154.176,4639435.373
675,UT-B30,4,-114.0074056,41.86731489,250405.3816,4639417.827
676,UT_B27,14,-114.0353517,41.88989168,248174.53,4642006.548
677,UT_B27,15,-114.0323206,41.88981256,248425.7186,4641988.862
678,UT_B27,16,-114.0292895,41.88973337,248676.9087,4641971.178
679,UT_B27,9,-114.0382897,41.89220507,247939.8651,4642272.071
680,UT_B27,10,-114.0352585,41.89212604,248191.0515,4642254.386
681,UT_B27,11,-114.0322273,41.89204693,248442.2394,4642236.702
682,UT_B27,12,-114.0291961,41.89196776,248693.4288,4642219.019
683,UT_B27,5,-114.0381965,41.89443942,247956.3863,4642519.908
684,UT_B27,6,-114.0351653,41.8943604,248207.5719,4642502.224
685,UT_B27,7,-114.032134,41.89428131,248458.7589,4642484.542
686,UT_B27,8,-114.0291027,41.89420216,248709.9476,4642466.861
687,UT_B27,2,-114.035072,41.89659477,248224.091,4642750.063
688,UT_B27,3,-114.0320407,41.8965157,248475.2774,4642732.383
689,UT_B27,4,-114.0290092,41.89643656,248726.4653,4642714.703
690,UT_B27,1,-114.0381034,41.89664643,247972.8024,4642764.71
691,UT_B27,13,-114.0384272,41.88996986,247919.6543,4642024.269
692,UT_B19,13,-113.693125,41.97871722,276879.6916,4650921.225
693,UT_B19,14,-113.6900897,41.97878917,277131.4354,4650921.307
694,UT_B19,15,-113.6870543,41.97886106,277383.18,4650921.39
695,UT_B19,16,-113.6840189,41.97893288,277634.9257,4650921.474
696,UT_B19,9,-113.6932324,41.98095141,276878.5996,4651169.593
697,UT_B19,10,-113.690197,41.98102338,277130.3425,4651169.676
698,UT_B19,11,-113.6871615,41.98109528,277382.0865,4651169.76
699,UT_B19,12,-113.684126,41.98116711,277633.8312,4651169.845
700,UT_B19,5,-113.6933398,41.9831856,276877.507,4651417.961
701,UT_B19,6,-113.6903043,41.98325759,277129.2492,4651418.045
702,UT_B19,7,-113.6872687,41.9833295,277380.9922,4651418.13
703,UT_B19,8,-113.6842332,41.98340135,277632.7361,4651418.217
704,UT_B19,2,-113.6904116,41.9854918,277128.1553,4651666.415
705,UT_B19,3,-113.687376,41.98556373,277379.8974,4651666.501
706,UT_B19,4,-113.6843403,41.98563559,277631.6405,4651666.589
707,UT_B19,1,-113.6933611,41.98544986,276883.6559,4651669.443
708,UT_B17,11,-113.616425,41.89073462,282936.2939,4640954.538
709,UT_B17,10,-113.6170237,41.89292519,282894.0481,4641199.293
710,UT_B17,8,-113.6176224,41.89511576,282851.8028,4641444.049
711,UT_B17,9,-113.6146477,41.89555726,283100.0901,4641485.543
712,UT_B17,6,-113.6182211,41.89730633,282809.5585,4641688.805
713,UT_B17,7,-113.6152463,41.89774785,283057.845,4641730.299
714,UT_B17,3,-113.6188199,41.8994969,282767.3147,4641933.563
715,UT_B17,4,-113.615845,41.89993844,283015.6008,4641975.057
716,UT_B17,5,-113.61287,41.9003799,283263.886,4642016.551
717,UT_B17,2,-113.6134687,41.90257051,283221.642,4642261.309
718,UT_B17,1,-113.6110922,41.90520254,283427.6821,4642547.562
719,UT-C17,11,-113.643045,41.85097053,280591.6251,4636606.891
720,UT-C17,10,-113.6436844,41.85315454,280546.0118,4636851.037
721,UT_C17,8,-113.6443239,41.85533855,280500.3992,4637095.183
722,UT_C17,9,-113.6413594,41.85581098,280748.1059,4637140.061
723,UT_C17,6,-113.6449634,41.85752256,280454.7875,4637339.329
724,UT_C17,7,-113.6419988,41.857995,280702.4938,4637384.207
725,UT_C17,3,-113.6456029,41.85970657,280409.1766,4637583.477
726,UT_C17,4,-113.6426383,41.86017903,280656.8824,4637628.355
727,UT_C17,5,-113.6396736,41.86065141,280904.5873,4637673.233
728,UT_C17,2,-113.640313,41.86283546,280858.9763,4637917.381
729,UT_C17,1,-113.6379876,41.86549185,281061.0692,4638206.407
730,UT_B25,11,-114.001018,41.83820145,250822.4758,4636166.415
731,UT_B25,12,-113.9979988,41.8380052,251072.4312,4636135.86
732,UT_B25,13,-113.9949795,41.83780888,251322.3887,4636105.306
733,UT_B25,14,-113.9919603,41.83761249,251572.3481,4636074.753
734,UT_B25,7,-114.0007693,41.84042906,250851.7786,4636413.053
735,UT_B25,8,-113.99775,41.84023283,251101.7333,4636382.5
736,UT_B25,9,-113.9947306,41.84003653,251351.6903,4636351.948
737,UT_B25,10,-113.9917113,41.83984015,251601.6492,4636321.397
738,UT_B25,6,-114.003639,41.84073947,250614.6968,4636455.858
739,UT_B25,2,-114.0005206,41.84265668,250881.0798,4636659.692
740,UT_B25,3,-113.9975012,41.84246047,251131.034,4636629.141
741,UT_B25,4,-113.9944817,41.84226418,251380.9903,4636598.591
742,UT_B25,5,-113.9914623,41.84206782,251630.9486,4636568.042
743,UT_B25,1,-114.0002719,41.8448843,250910.3795,4636906.331
744,UT-C19,13,-113.619513,41.95249468,282889.7129,4647820.193
745,UT-C19,14,-113.6164788,41.95256608,283141.4581,4647820.434
746,UT-C19,15,-113.6134445,41.95263742,283393.2042,4647820.677
747,UT-C19,16,-113.6104102,41.95270869,283644.951,4647820.92
748,UT-C19,9,-113.6196196,41.95472882,282888.4624,4648068.544
749,UT-C19,10,-113.6165853,41.95480024,283140.2066,4648068.786
750,UT-C19,11,-113.613551,41.95487159,283391.9518,4648069.03
751,UT-C19,12,-113.6105166,41.95494287,283643.698,4648069.274
752,UT-C19,5,-113.6197263,41.95696297,282887.2113,4648316.895
753,UT-C19,6,-113.6166919,41.9570344,283138.9546,4648317.138
754,UT-C19,7,-113.6136574,41.95710577,283390.6989,4648317.383
755,UT-C19,8,-113.610623,41.95717707,283642.4442,4648317.628
756,UT-C19,1,-113.619833,41.95919712,282885.9594,4648565.247
757,UT-C19,2,-113.6167984,41.95926857,283137.702,4648565.491
758,UT-C19,3,-113.6137639,41.95933995,283389.4455,4648565.737
759,UT-C19,4,-113.6107293,41.95941126,283641.1899,4648565.983
760,UT-C06,13,-114.0143712,41.41737624,248079.0192,4589476.89
761,UT-C06,14,-114.0113606,41.41729606,248330.3463,4589459.226
762,UT-C06,15,-114.00835,41.41721582,248581.6751,4589441.563
763,UT-C06,16,-114.0053393,41.41713551,248833.0053,4589423.902
764,UT-C06,9,-114.0142786,41.41960957,248095.4021,4589724.603
765,UT-C06,10,-114.0112679,41.41952942,248346.7286,4589706.941
766,UT-C06,11,-114.0082571,41.41944919,248598.0566,4589689.28
767,UT-C06,12,-114.0052464,41.4193689,248849.3862,4589671.62
768,UT-C06,5,-114.0141859,41.42184292,248111.7838,4589972.317
769,UT-C06,6,-114.0111751,41.42176278,248363.1097,4589954.657
770,UT-C06,7,-114.0081643,41.42168257,248614.437,4589936.997
771,UT-C06,8,-114.0051535,41.42160229,248865.7659,4589919.339
772,UT-C06,2,-114.0110824,41.42399614,248379.4895,4590202.373
773,UT-C06,3,-114.0080715,41.42391594,248630.8162,4590184.715
774,UT-C06,4,-114.0050606,41.42383568,248882.1446,4590167.058
775,UT-C06,1,-114.0140691,41.4240729,248130.1708,4590219.588
776,UT-B06,13,-113.9503982,41.4896669,253699.9597,4597319.51
777,UT-B06,14,-113.9473839,41.48973374,253951.8784,4597318.344
778,UT-B06,15,-113.9443695,41.48980051,254203.7979,4597317.178
779,UT-B06,16,-113.9413551,41.48986722,254455.7183,4597316.014
780,UT-B06,9,-113.9504994,41.49190019,253699.9815,4597567.777
781,UT-B06,10,-113.9474849,41.49196704,253951.8993,4597566.612
782,UT-B06,11,-113.9444705,41.49203384,254203.8181,4597565.447
783,UT-B06,12,-113.941456,41.49210056,254455.7377,4597564.284
784,UT-B06,5,-113.9506005,41.49413348,253700.0026,4597816.044
785,UT-B06,6,-113.947586,41.49420035,253951.9197,4597814.88
786,UT-B06,7,-113.9445715,41.49426716,254203.8377,4597813.716
787,UT-B06,8,-113.9415569,41.49433389,254455.7566,4597812.554
788,UT-B06,1,-113.9507017,41.49636677,253700.0231,4598064.311
789,UT-B06,2,-113.9476871,41.49643366,253951.9394,4598063.148
790,UT-B06,3,-113.9446725,41.49650048,254203.8567,4598061.986
791,UT-B06,4,-113.9416578,41.49656724,254455.7748,4598060.825
792,UT-C05,13,-113.9432399,41.52716231,254439.4653,4601462.52
793,UT-C05,14,-113.9402244,41.52723911,254691.3754,4601462.475
794,UT-C05,15,-113.9372088,41.52731584,254943.2863,4601462.431
795,UT-C05,16,-113.934233,41.52737978,255191.8346,4601461.089
796,UT-C05,9,-113.9433542,41.52939532,254438.3817,4601710.794
797,UT-C05,10,-113.9403386,41.52947214,254690.291,4601710.75
798,UT-C05,11,-113.9373229,41.52954888,254942.2014,4601710.707
799,UT-C05,12,-113.9343073,41.52962556,255194.1124,4601710.665
