"","Distance","Minute","How.Detected","Route.ID","Full.Point.ID","Observer.ID","Year","Visit","Burned","Ord.Date","MAS","Wind.Start","Sagebrush.Cover","Annual.Cover","Shrub.Cover","Shrub.Height","Elevation","TRI","Road.Distance","Point.X","Point.Y","Years.Since.Fire","Visit.ID","Dist.Bin","Dist.Bin.Midpoint","Time.Bin"
"1",100,2,"S","UT-C30","UT-C30-P01","Trey Mccuen","Y2","V1","R",135,194,"1-3 mph",5.25925925925926,17.7407407407407,14.5740740740741,29.4259259259259,1900.11867720992,4.09521964744285,673.562780309607,257148,4632971.73,121,"UT-C30-P01-Y2-V1",100,105,"1"
"2",100,1,"S","UT-C30","UT-C30-P02","Trey Mccuen","Y2","V1","R",135,181,"1-3 mph",7.14814814814815,17.1851851851852,15.6481481481481,30.5925925925926,1880.76501020952,4.69375638094815,683.334220747514,257399,4632955.159,170,"UT-C30-P02-Y2-V1",100,105,"1"
"3",150,2,"S","UT-C30","UT-C30-P04","Trey Mccuen","Y2","V1","R",135,157,"1-3 mph",3.98181818181818,20.6727272727273,10.3636363636364,23.0909090909091,1841.61009410511,2.96293806596236,758.002601906105,257902,4632917.85,99,"UT-C30-P04-Y2-V1",150,155,"1"
"4",150,3,"S","UT-C30","UT-C30-P10","Trey Mccuen","Y2","V1","R",135,102,"1-3 mph",9.38181818181818,13.3272727272727,21.5090909090909,33.2909090909091,1878.6529518821,3.21077104048295,488.114360462536,257364,4632459.628,171,"UT-C30-P10-Y2-V1",150,155,"2"
"5",100,4,"S","UT-C30","UT-C30-P10","Trey Mccuen","Y2","V1","R",135,102,"1-3 mph",9.38181818181818,13.3272727272727,21.5090909090909,33.2909090909091,1878.6529518821,3.21077104048295,488.114360462536,257364,4632459.628,122,"UT-C30-P10-Y2-V1",100,105,"2"
"6",100,1,"S","UT-C30","UT-C30-P13","Trey Mccuen","Y2","V1","B",135,78,"1-3 mph",2.77777777777778,25.7592592592593,9.85185185185185,22.537037037037,1904.18968200684,5.22404316493443,332.48856816973,257096,4632230.525,24,"UT-C30-P13-Y2-V1",100,105,"1"
"7",120,1,"S","UT-C30","UT-C30-P16","Trey Mccuen","Y2","V1","R",135,32,"1-3 mph",4.92592592592593,19.4444444444444,11.3148148148148,22.6666666666667,1868.30802556818,4.38193220658736,351.524354117257,257849,4632174.545,128,"UT-C30-P16-Y2-V1",120,125,"1"
"8",56,1,"S","UT-C19","UT-C19-P01","Will Harrod","Y2","V1","R",137,177,"4-7 mph",4.03703703703704,9.98148148148148,10.4259259259259,24.6296296296296,1723.83593107525,0.650913706996985,501.072232228405,282885,4648565.247,198,"UT-C19-P01-Y2-V1",50,55,"1"
"9",75,6,"S","UT-C19","UT-C19-P01","Will Harrod","Y2","V1","R",137,177,"4-7 mph",4.03703703703704,9.98148148148148,10.4259259259259,24.6296296296296,1723.83593107525,0.650913706996985,501.072232228405,282885,4648565.247,168,"UT-C19-P01-Y2-V1",70,75,"3"
"10",76,1,"S","UT-C19","UT-C19-P02","Will Harrod","Y2","V1","R",137,190,"4-7 mph",3.83333333333333,17.2592592592593,9.25925925925926,23.5,1727.01404696378,0.656226140802557,385.615580806026,283137,4648565.491,128,"UT-C19-P02-Y2-V1",70,75,"1"
"11",110,2,"S","UT-C19","UT-C19-P02","Will Harrod","Y2","V1","R",137,190,"4-7 mph",3.83333333333333,17.2592592592593,9.25925925925926,23.5,1727.01404696378,0.656226140802557,385.615580806026,283137,4648565.491,125,"UT-C19-P02-Y2-V1",110,115,"1"
"12",70,2,"S","UT-C19","UT-C19-P03","Will Harrod","Y2","V1","R",137,202,"4-7 mph",5.18518518518519,18.1111111111111,10.1851851851852,23.2777777777778,1728.73913122106,0.885028415256076,259.298372502913,283389,4648565.737,189,"UT-C19-P03-Y2-V1",70,75,"1"
"13",102,2,"S","UT-C19","UT-C19-P03","Will Harrod","Y2","V1","R",137,202,"4-7 mph",5.18518518518519,18.1111111111111,10.1851851851852,23.2777777777778,1728.73913122106,0.885028415256076,259.298372502913,283389,4648565.737,188,"UT-C19-P03-Y2-V1",100,105,"1"
"14",26,1,"S","UT-C19","UT-C19-P04","Will Harrod","Y2","V1","R",137,-3,"4-7 mph",6.14285714285714,16.6964285714286,11.1785714285714,23.9642857142857,1731.32176352447,1.38692229648806,136.590505565297,283641,4648565.983,180,"UT-C19-P04-Y2-V1",20,25,"1"
"15",45,1,"S","UT-C19","UT-C19-P04","Will Harrod","Y2","V1","R",137,-3,"4-7 mph",6.14285714285714,16.6964285714286,11.1785714285714,23.9642857142857,1731.32176352447,1.38692229648806,136.590505565297,283641,4648565.983,130,"UT-C19-P04-Y2-V1",40,45,"1"
"16",58,1,"S","UT-C19","UT-C19-P04","Will Harrod","Y2","V1","R",137,-3,"4-7 mph",6.14285714285714,16.6964285714286,11.1785714285714,23.9642857142857,1731.32176352447,1.38692229648806,136.590505565297,283641,4648565.983,70,"UT-C19-P04-Y2-V1",50,55,"1"
"17",29,1,"S","UT-C19","UT-C19-P04","Will Harrod","Y2","V1","R",137,-3,"4-7 mph",6.14285714285714,16.6964285714286,11.1785714285714,23.9642857142857,1731.32176352447,1.38692229648806,136.590505565297,283641,4648565.983,123,"UT-C19-P04-Y2-V1",20,25,"1"
"18",81,3,"S","UT-C19","UT-C19-P04","Will Harrod","Y2","V1","R",137,-3,"4-7 mph",6.14285714285714,16.6964285714286,11.1785714285714,23.9642857142857,1731.32176352447,1.38692229648806,136.590505565297,283641,4648565.983,234,"UT-C19-P04-Y2-V1",80,85,"2"
"19",46,1,"S","UT-C19","UT-C19-P05","Will Harrod","Y2","V1","R",137,164,"4-7 mph",7.58181818181818,8.63636363636364,13.7818181818182,25.8363636363636,1730.73115900213,0.74686279296875,725.601832164418,282887,4648316.895,43,"UT-C19-P05-Y2-V1",40,45,"1"
"20",55,2,"S","UT-C19","UT-C19-P05","Will Harrod","Y2","V1","R",137,164,"4-7 mph",7.58181818181818,8.63636363636364,13.7818181818182,25.8363636363636,1730.73115900213,0.74686279296875,725.601832164418,282887,4648316.895,156,"UT-C19-P05-Y2-V1",50,55,"1"
"21",29,1,"S","UT-C19","UT-C19-P06","Will Harrod","Y2","V1","R",137,93,"4-7 mph",3.96363636363636,12.8,9.45454545454546,23.9818181818182,1733.29142466763,0.665093672902961,597.670864035866,283138,4648317.138,149,"UT-C19-P06-Y2-V1",20,25,"1"
"22",24,1,"V","UT-C19","UT-C19-P07","Will Harrod","Y2","V1","R",137,81,"4-7 mph",3.24074074074074,11.7777777777778,8.85185185185185,24.1481481481481,1736.08468191964,0.727351324898856,475.667151231032,283390,4648317.383,182,"UT-C19-P07-Y2-V1",20,25,"1"
"23",41,1,"S","UT-C19","UT-C19-P07","Will Harrod","Y2","V1","R",137,81,"4-7 mph",3.24074074074074,11.7777777777778,8.85185185185185,24.1481481481481,1736.08468191964,0.727351324898856,475.667151231032,283390,4648317.383,216,"UT-C19-P07-Y2-V1",40,45,"1"
"24",45,1,"S","UT-C19","UT-C19-P07","Will Harrod","Y2","V1","R",137,81,"4-7 mph",3.24074074074074,11.7777777777778,8.85185185185185,24.1481481481481,1736.08468191964,0.727351324898856,475.667151231032,283390,4648317.383,164,"UT-C19-P07-Y2-V1",40,45,"1"
"25",22,3,"V","UT-C19","UT-C19-P07","Will Harrod","Y2","V1","R",137,81,"4-7 mph",3.24074074074074,11.7777777777778,8.85185185185185,24.1481481481481,1736.08468191964,0.727351324898856,475.667151231032,283390,4648317.383,159,"UT-C19-P07-Y2-V1",20,25,"2"
"26",43,1,"S","UT-C19","UT-C19-P08","Will Harrod","Y2","V1","R",137,10,"4-7 mph",6.46428571428571,16.6071428571429,11.4464285714286,23.625,1737.78103810436,0.829249543963738,348.429830006191,283642,4648317.628,127,"UT-C19-P08-Y2-V1",40,45,"1"
"27",27,1,"S","UT-C19","UT-C19-P08","Will Harrod","Y2","V1","R",137,10,"4-7 mph",6.46428571428571,16.6071428571429,11.4464285714286,23.625,1737.78103810436,0.829249543963738,348.429830006191,283642,4648317.628,139,"UT-C19-P08-Y2-V1",20,25,"1"
"28",80,2,"S","UT-C19","UT-C19-P08","Will Harrod","Y2","V1","R",137,10,"4-7 mph",6.46428571428571,16.6071428571429,11.4464285714286,23.625,1737.78103810436,0.829249543963738,348.429830006191,283642,4648317.628,149,"UT-C19-P08-Y2-V1",80,85,"1"
"29",68,3,"S","UT-C19","UT-C19-P08","Will Harrod","Y2","V1","R",137,10,"4-7 mph",6.46428571428571,16.6071428571429,11.4464285714286,23.625,1737.78103810436,0.829249543963738,348.429830006191,283642,4648317.628,167,"UT-C19-P08-Y2-V1",60,65,"2"
"30",73,1,"S","UT-C19","UT-C19-P09","Will Harrod","Y2","V1","R",137,150,"4-7 mph",7,12.7962962962963,12.0740740740741,24.6851851851852,1730.203125,1.63620984112775,936.762096263744,282888,4648068.544,151,"UT-C19-P09-Y2-V1",70,75,"1"
"31",89,1,"S","UT-C19","UT-C19-P10","Will Harrod","Y2","V1","R",137,108,"4-7 mph",7,8.43636363636364,13.1090909090909,25.0909090909091,1737.85483877999,0.91102409362793,808.898064507378,283140,4648068.786,113,"UT-C19-P10-Y2-V1",80,85,"1"
"32",49,1,"S","UT-C19","UT-C19-P10","Will Harrod","Y2","V1","R",137,108,"4-7 mph",7,8.43636363636364,13.1090909090909,25.0909090909091,1737.85483877999,0.91102409362793,808.898064507378,283140,4648068.786,133,"UT-C19-P10-Y2-V1",40,45,"1"
"33",87,2,"V","UT-C19","UT-C19-P10","Will Harrod","Y2","V1","R",137,108,"4-7 mph",7,8.43636363636364,13.1090909090909,25.0909090909091,1737.85483877999,0.91102409362793,808.898064507378,283140,4648068.786,155,"UT-C19-P10-Y2-V1",80,85,"1"
"34",87,2,"V","UT-C19","UT-C19-P10","Will Harrod","Y2","V1","R",137,108,"4-7 mph",7,8.43636363636364,13.1090909090909,25.0909090909091,1737.85483877999,0.91102409362793,808.898064507378,283140,4648068.786,172,"UT-C19-P10-Y2-V1",80,85,"1"
"35",53,1,"S","UT-C19","UT-C19-P11","Will Harrod","Y2","V1","R",137,70,"4-7 mph",7.35714285714286,9.39285714285714,13.1607142857143,25.0892857142857,1741.65036480243,0.719960726224459,682.862928602431,283391,4648069.03,127,"UT-C19-P11-Y2-V1",50,55,"1"
"36",34,1,"S","UT-C19","UT-C19-P11","Will Harrod","Y2","V1","R",137,70,"4-7 mph",7.35714285714286,9.39285714285714,13.1607142857143,25.0892857142857,1741.65036480243,0.719960726224459,682.862928602431,283391,4648069.03,107,"UT-C19-P11-Y2-V1",30,35,"1"
"37",42,1,"S","UT-C19","UT-C19-P11","Will Harrod","Y2","V1","R",137,70,"4-7 mph",7.35714285714286,9.39285714285714,13.1607142857143,25.0892857142857,1741.65036480243,0.719960726224459,682.862928602431,283391,4648069.03,139,"UT-C19-P11-Y2-V1",40,45,"1"
"38",25,2,"C","UT-C19","UT-C19-P11","Will Harrod","Y2","V1","R",137,70,"4-7 mph",7.35714285714286,9.39285714285714,13.1607142857143,25.0892857142857,1741.65036480243,0.719960726224459,682.862928602431,283391,4648069.03,138,"UT-C19-P11-Y2-V1",20,25,"1"
"39",22,1,"S","UT-C19","UT-C19-P12","Will Harrod","Y2","V1","R",137,24,"4-7 mph",9.18181818181818,11.4181818181818,14.5454545454545,26.1636363636364,1745.35630992543,0.818822964754972,558.794548317238,283643,4648069.274,134,"UT-C19-P12-Y2-V1",20,25,"1"
"40",16,1,"C","UT-C19","UT-C19-P12","Will Harrod","Y2","V1","R",137,24,"4-7 mph",9.18181818181818,11.4181818181818,14.5454545454545,26.1636363636364,1745.35630992543,0.818822964754972,558.794548317238,283643,4648069.274,125,"UT-C19-P12-Y2-V1",10,15,"1"
"41",19,1,"C","UT-C19","UT-C19-P12","Will Harrod","Y2","V1","R",137,24,"4-7 mph",9.18181818181818,11.4181818181818,14.5454545454545,26.1636363636364,1745.35630992543,0.818822964754972,558.794548317238,283643,4648069.274,110,"UT-C19-P12-Y2-V1",10,15,"1"
"42",78,1,"S","UT-C19","UT-C19-P12","Will Harrod","Y2","V1","R",137,24,"4-7 mph",9.18181818181818,11.4181818181818,14.5454545454545,26.1636363636364,1745.35630992543,0.818822964754972,558.794548317238,283643,4648069.274,172,"UT-C19-P12-Y2-V1",70,75,"1"
"43",52,1,"S","UT-C19","UT-C19-P13","Will Harrod","Y2","V1","R",137,134,"4-7 mph",3.81132075471698,14.3018867924528,8.77358490566038,23.9433962264151,1734.75580286097,0.944779572663484,1152.02225896662,282889,4647820.193,111,"UT-C19-P13-Y2-V1",50,55,"1"
"44",83,1,"S","UT-C19","UT-C19-P13","Will Harrod","Y2","V1","R",137,134,"4-7 mph",3.81132075471698,14.3018867924528,8.77358490566038,23.9433962264151,1734.75580286097,0.944779572663484,1152.02225896662,282889,4647820.193,162,"UT-C19-P13-Y2-V1",80,85,"1"
"45",52,1,"S","UT-C19","UT-C19-P13","Will Harrod","Y2","V1","R",137,134,"4-7 mph",3.81132075471698,14.3018867924528,8.77358490566038,23.9433962264151,1734.75580286097,0.944779572663484,1152.02225896662,282889,4647820.193,176,"UT-C19-P13-Y2-V1",50,55,"1"
"46",54,1,"S","UT-C19","UT-C19-P14","Will Harrod","Y2","V1","R",137,122,"4-7 mph",4.09433962264151,11.6603773584906,9.37735849056604,23.8490566037736,1738.71328299386,0.948531559535435,1022.90101651278,283141,4647820.434,88,"UT-C19-P14-Y2-V1",50,55,"1"
"47",87,1,"S","UT-C19","UT-C19-P14","Will Harrod","Y2","V1","R",137,122,"4-7 mph",4.09433962264151,11.6603773584906,9.37735849056604,23.8490566037736,1738.71328299386,0.948531559535435,1022.90101651278,283141,4647820.434,166,"UT-C19-P14-Y2-V1",80,85,"1"
"48",57,1,"S","UT-C19","UT-C19-P14","Will Harrod","Y2","V1","R",137,122,"4-7 mph",4.09433962264151,11.6603773584906,9.37735849056604,23.8490566037736,1738.71328299386,0.948531559535435,1022.90101651278,283141,4647820.434,143,"UT-C19-P14-Y2-V1",50,55,"1"
"49",72,1,"S","UT-C19","UT-C19-P14","Will Harrod","Y2","V1","R",137,122,"4-7 mph",4.09433962264151,11.6603773584906,9.37735849056604,23.8490566037736,1738.71328299386,0.948531559535435,1022.90101651278,283141,4647820.434,120,"UT-C19-P14-Y2-V1",70,75,"1"
"50",58,1,"S","UT-C19","UT-C19-P15","Will Harrod","Y2","V1","R",137,58,"4-7 mph",6.87037037037037,11.6851851851852,12.3518518518519,24.4259259259259,1742.73633273143,0.859938999391952,901.012159312855,283393,4647820.677,103,"UT-C19-P15-Y2-V1",50,55,"1"
"51",32,1,"S","UT-C19","UT-C19-P15","Will Harrod","Y2","V1","R",137,58,"4-7 mph",6.87037037037037,11.6851851851852,12.3518518518519,24.4259259259259,1742.73633273143,0.859938999391952,901.012159312855,283393,4647820.677,169,"UT-C19-P15-Y2-V1",30,35,"1"
"52",29,1,"S","UT-C19","UT-C19-P15","Will Harrod","Y2","V1","R",137,58,"4-7 mph",6.87037037037037,11.6851851851852,12.3518518518519,24.4259259259259,1742.73633273143,0.859938999391952,901.012159312855,283393,4647820.677,123,"UT-C19-P15-Y2-V1",20,25,"1"
"53",34,3,"S","UT-C19","UT-C19-P15","Will Harrod","Y2","V1","R",137,58,"4-7 mph",6.87037037037037,11.6851851851852,12.3518518518519,24.4259259259259,1742.73633273143,0.859938999391952,901.012159312855,283393,4647820.677,151,"UT-C19-P15-Y2-V1",30,35,"2"
"54",92,1,"S","UT-C19","UT-C19-P16","Will Harrod","Y2","V1","R",137,39,"4-7 mph",5.56363636363636,11.0545454545455,11.2181818181818,24.0545454545455,1749.22253417969,0.522425426136364,728.265253339495,283644,4647820.92,165,"UT-C19-P16-Y2-V1",90,95,"1"
"55",68,2,"S","UT-C19","UT-C19-P16","Will Harrod","Y2","V1","R",137,39,"4-7 mph",5.56363636363636,11.0545454545455,11.2181818181818,24.0545454545455,1749.22253417969,0.522425426136364,728.265253339495,283644,4647820.92,142,"UT-C19-P16-Y2-V1",60,65,"1"
"56",83,5,"S","UT-C19","UT-C19-P16","Will Harrod","Y2","V1","R",137,39,"4-7 mph",5.56363636363636,11.0545454545455,11.2181818181818,24.0545454545455,1749.22253417969,0.522425426136364,728.265253339495,283644,4647820.92,136,"UT-C19-P16-Y2-V1",80,85,"3"
"57",28,1,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",20,25,"1"
"58",27,1,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",20,25,"1"
"59",52,1,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",50,55,"1"
"60",46,2,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",40,45,"1"
"61",27,4,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",20,25,"2"
"62",102,4,"S","UT-C24","UT-C24-P03","Will Harrod","Y2","V1","B",138,315,"8-12 mph",4,24.4909090909091,12.5090909090909,26.2727272727273,2077.67854225852,4.67519087357955,209.704219545637,254993,4630491.091,24,"UT-C24-P03-Y2-V1",100,105,"2"
"63",91,1,"S","UT-C24","UT-C24-P04","Will Harrod","Y2","V1","B",138,5,"8-12 mph",7.30909090909091,20.4909090909091,18.1272727272727,34.6545454545455,2043.03998254847,4.38976231327763,55.6589421686136,255236,4630473.959,24,"UT-C24-P04-Y2-V1",90,95,"1"
"64",56,1,"S","UT-C24","UT-C24-P04","Will Harrod","Y2","V1","B",138,5,"8-12 mph",7.30909090909091,20.4909090909091,18.1272727272727,34.6545454545455,2043.03998254847,4.38976231327763,55.6589421686136,255236,4630473.959,24,"UT-C24-P04-Y2-V1",50,55,"1"
"65",70,2,"S","UT-C24","UT-C24-P04","Will Harrod","Y2","V1","B",138,5,"8-12 mph",7.30909090909091,20.4909090909091,18.1272727272727,34.6545454545455,2043.03998254847,4.38976231327763,55.6589421686136,255236,4630473.959,24,"UT-C24-P04-Y2-V1",70,75,"1"
"66",103,3,"S","UT-C24","UT-C24-P04","Will Harrod","Y2","V1","B",138,5,"8-12 mph",7.30909090909091,20.4909090909091,18.1272727272727,34.6545454545455,2043.03998254847,4.38976231327763,55.6589421686136,255236,4630473.959,24,"UT-C24-P04-Y2-V1",100,105,"2"
"67",89,5,"S","UT-C24","UT-C24-P04","Will Harrod","Y2","V1","B",138,5,"8-12 mph",7.30909090909091,20.4909090909091,18.1272727272727,34.6545454545455,2043.03998254847,4.38976231327763,55.6589421686136,255236,4630473.959,24,"UT-C24-P04-Y2-V1",80,85,"3"
"68",35,1,"V","UT-C24","UT-C24-P05","Will Harrod","Y2","V1","R",138,256,"8-12 mph",14,8.44444444444444,22.9444444444444,24.7777777777778,2179.60018643466,7.45508311878551,507.982647822453,254471,4630286.572,122,"UT-C24-P05-Y2-V1",30,35,"1"
"69",35,1,"V","UT-C24","UT-C24-P05","Will Harrod","Y2","V1","R",138,256,"8-12 mph",14,8.44444444444444,22.9444444444444,24.7777777777778,2179.60018643466,7.45508311878551,507.982647822453,254471,4630286.572,172,"UT-C24-P05-Y2-V1",30,35,"1"
"70",19,2,"V","UT-C24","UT-C24-P07","Will Harrod","Y2","V1","B",138,44,"8-12 mph",3.42857142857143,25.5,12.125,24.9821428571429,2073.11747959682,6.95002664838518,203.836596402255,254972,4630243.567,24,"UT-C24-P07-Y2-V1",10,15,"1"
"71",18,2,"V","UT-C24","UT-C24-P07","Will Harrod","Y2","V1","B",138,44,"8-12 mph",3.42857142857143,25.5,12.125,24.9821428571429,2073.11747959682,6.95002664838518,203.836596402255,254972,4630243.567,24,"UT-C24-P07-Y2-V1",10,15,"1"
"72",34,2,"C","UT-C24","UT-C24-P07","Will Harrod","Y2","V1","B",138,44,"8-12 mph",3.42857142857143,25.5,12.125,24.9821428571429,2073.11747959682,6.95002664838518,203.836596402255,254972,4630243.567,24,"UT-C24-P07-Y2-V1",30,35,"1"
"73",17,1,"V","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",10,15,"1"
"74",15,1,"V","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",10,15,"1"
"75",54,1,"V","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",50,55,"1"
"76",20,1,"S","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",20,25,"1"
"77",24,1,"V","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",20,25,"1"
"78",69,3,"S","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",60,65,"2"
"79",24,5,"V","UT-C24","UT-C24-P08","Will Harrod","Y2","V1","B",138,21,"8-12 mph",5.74074074074074,24.2222222222222,15.4074074074074,29.3888888888889,2030.99722629123,3.53236897786458,56.7603778132686,255223,4630222.066,24,"UT-C24-P08-Y2-V1",20,25,"3"
"80",16,1,"C","UT-C24","UT-C24-P11","Will Harrod","Y2","V1","B",138,184,"8-12 mph",3.2962962962963,24.6666666666667,11.8518518518519,22.7407407407407,2080.36794825963,8.30745560782296,235.876873152597,254952,4629996.043,24,"UT-C24-P11-Y2-V1",10,15,"1"
"81",105,3,"S","UT-C24","UT-C24-P11","Will Harrod","Y2","V1","B",138,184,"8-12 mph",3.2962962962963,24.6666666666667,11.8518518518519,22.7407407407407,2080.36794825963,8.30745560782296,235.876873152597,254952,4629996.043,24,"UT-C24-P11-Y2-V1",100,105,"2"
"82",152,1,"S","UT-C24","UT-C24-P13","Will Harrod","Y2","V1","R",138,217,"8-12 mph",7.47169811320755,17.9622641509434,14.7547169811321,22.6603773584906,2108.17352627841,8.22343195134943,494.948148415305,254430,4629791.532,127,"UT-C24-P13-Y2-V1",150,155,"1"
"83",79,2,"S","UT-C24","UT-C24-P13","Will Harrod","Y2","V1","R",138,217,"8-12 mph",7.47169811320755,17.9622641509434,14.7547169811321,22.6603773584906,2108.17352627841,8.22343195134943,494.948148415305,254430,4629791.532,174,"UT-C24-P13-Y2-V1",70,75,"1"
"84",135,4,"S","UT-C24","UT-C24-P15","Will Harrod","Y2","V1","B",138,153,"8-12 mph",0.875,34.0357142857143,8.23214285714286,22.375,2062.63679643111,9.02622597434304,338.272055886009,254932,4629748.52,24,"UT-C24-P15-Y2-V1",130,135,"2"
"85",43,6,"S","UT-C24","UT-C24-P15","Will Harrod","Y2","V1","B",138,153,"8-12 mph",0.875,34.0357142857143,8.23214285714286,22.375,2062.63679643111,9.02622597434304,338.272055886009,254932,4629748.52,24,"UT-C24-P15-Y2-V1",40,45,"3"
"86",82,1,"S","UT-B05","UT-B05-P02","Devin Erwin","Y2","V1","B",141,96,"8-12 mph",2.16666666666667,7.74074074074074,4.27777777777778,27.2592592592593,1551.98948786809,1.37681110088642,115.496779285778,254204,4604082.755,5,"UT-B05-P02-Y2-V1",80,85,"1"
"87",80,1,"S","UT-B05","UT-B05-P02","Devin Erwin","Y2","V1","B",141,96,"8-12 mph",2.16666666666667,7.74074074074074,4.27777777777778,27.2592592592593,1551.98948786809,1.37681110088642,115.496779285778,254204,4604082.755,5,"UT-B05-P02-Y2-V1",80,85,"1"
"88",75,4,"S","UT-B05","UT-B05-P02","Devin Erwin","Y2","V1","B",141,96,"8-12 mph",2.16666666666667,7.74074074074074,4.27777777777778,27.2592592592593,1551.98948786809,1.37681110088642,115.496779285778,254204,4604082.755,5,"UT-B05-P02-Y2-V1",70,75,"2"
"89",78,5,"S","UT-B05","UT-B05-P02","Devin Erwin","Y2","V1","B",141,96,"8-12 mph",2.16666666666667,7.74074074074074,4.27777777777778,27.2592592592593,1551.98948786809,1.37681110088642,115.496779285778,254204,4604082.755,5,"UT-B05-P02-Y2-V1",70,75,"3"
"90",120,1,"S","UT-B05","UT-B05-P03","Devin Erwin","Y2","V1","B",141,124,"8-12 mph",2.01851851851852,7.24074074074074,4.24074074074074,28.3703703703704,1556.48964800153,2.906615121024,274.076165375886,254456,4604081.72,5,"UT-B05-P03-Y2-V1",120,125,"1"
"91",125,4,"S","UT-B05","UT-B05-P03","Devin Erwin","Y2","V1","B",141,124,"8-12 mph",2.01851851851852,7.24074074074074,4.24074074074074,28.3703703703704,1556.48964800153,2.906615121024,274.076165375886,254456,4604081.72,5,"UT-B05-P03-Y2-V1",120,125,"2"
"92",75,6,"S","UT-B05","UT-B05-P15","Devin Erwin","Y2","V1","B",141,170,"8-12 mph",4.25454545454545,5.58181818181818,9.32727272727273,25.7090909090909,1540.98662022182,1.61042840140206,535.225236115632,254456,4603336.863,5,"UT-B05-P15-Y2-V1",70,75,"3"
"93",105,1,"S","UT-B05","UT-B05-P16","Devin Erwin","Y2","V1","B",141,184,"8-12 mph",1.96428571428571,12.125,4.10714285714286,25.2857142857143,1533.86654550058,0.667141101978443,778.305827549526,254708,4603335.825,5,"UT-B05-P16-Y2-V1",100,105,"1"
"94",150,2,"S","UT-C05","UT-C05-P03","Trey Mccuen","Y2","V1","R",141,57,"1-3 mph",10.2592592592593,9.37037037037037,17.1851851851852,31.8703703703704,1534.46534756747,1.44134188565341,980.181818181818,254940,4602207.26,176,"UT-C05-P03-Y2-V1",150,155,"1"
"95",100,3,"S","UT-C05","UT-C05-P03","Trey Mccuen","Y2","V1","R",141,57,"1-3 mph",10.2592592592593,9.37037037037037,17.1851851851852,31.8703703703704,1534.46534756747,1.44134188565341,980.181818181818,254940,4602207.26,153,"UT-C05-P03-Y2-V1",100,105,"2"
"96",100,1,"S","UT-C05","UT-C05-P04","Trey Mccuen","Y2","V1","R",141,68,"1-3 mph",10.1296296296296,7.68518518518519,17.4814814814815,30.7962962962963,1526.16343715735,0.642169082373903,731.666666666667,255191,4602207.221,122,"UT-C05-P04-Y2-V1",100,105,"1"
