"","Full.Point.ID","Route.ID","Route.Type","Sage.Cover","Perennial.Cover","Elevation","Burn.Sevarity","Aspect","Fire.Name","Fire.Year","Fire.Distance"
"174","ID-B21-P14","ID-B21","B",1.38181818181818,28.9636363636364,1507.17064775739,2,-1,"Black Pine 2",2007,829.385946420523
"175","ID-B21-P15","ID-B21","B",0.981481481481482,25.4259259259259,1497.09255746695,1,-1,"Black Pine 2",2007,681.740614754813
"176","ID-B21-P16","ID-B21","B",0.703703703703704,33.962962962963,1490.1092018821,2,-1,"Black Pine 2",2007,452.384319850377
"177","ID-B22-P01","ID-B22","B",2.77358490566038,52.8679245283019,1525.60948819247,3,-1,"Burnt",2006,703.952396099384
"178","ID-B22-P02","ID-B22","B",2.01851851851852,50.7962962962963,1518.17119004991,2,-1,"Burnt",2006,544.580694580078
"179","ID-B22-P03","ID-B22","B",2.48214285714286,52.3214285714286,1512.36830647786,2,-1,"Burnt",2006,466.592280251639
"180","ID-B22-P04","ID-B22","B",2.14814814814815,55.4814814814815,1507.21427778764,2,-1,"Burnt",2006,435.122462757847
"181","ID-B22-P05","ID-B22","B",2.33333333333333,51.1296296296296,1523.48321866122,2,-1,"Burnt",2006,881.104060246394
"182","ID-B22-P06","ID-B22","B",1.88888888888889,52.2037037037037,1513.38973207827,2,-1,"Burnt",2006,762.876477050781
"183","ID-B22-P07","ID-B22","B",1.82692307692308,52.1730769230769,1508.25470525568,3,-1,"Burnt",2006,689.215778895787
"184","ID-B22-P08","ID-B22","B",1.33333333333333,50.8148148148148,1502.71542626096,2,-1,"Burnt",2006,574.785270824767
"185","ID-B22-P09","ID-B22","B",2.16071428571429,52.6071428571429,1515.97545942827,2,-1,"Burnt",2006,966.734212239583
"186","ID-B22-P10","ID-B22","B",1.83018867924528,60.2830188679245,1506.67887798109,2,-1,"Burnt",2006,783.601952446832
"187","ID-B22-P11","ID-B22","B",1.86538461538462,52.8846153846154,1503.95217330367,3,-1,"Burnt",2006,618.335976340554
"188","ID-B22-P12","ID-B22","B",2.2037037037037,50.962962962963,1499.01453726632,2,-1,"Burnt",2006,448.790007435192
"189","ID-B22-P13","ID-B22","B",3.01851851851852,64.5925925925926,1507.82520197088,3,-1,"Burnt",2006,806.386015715422
"190","ID-B22-P14","ID-B22","B",2.94444444444444,54.2407407407407,1500.79257541233,2,-1,"Burnt",2006,630.148634424749
