"","Area","Tree.Cover","dnbr.tmp","rdnbr","dnbr","Fire.Year","Shrub.Cover","PFG.Cover","AFG.Cover","Elevation","TRI","Aspect","X","Y"
"1",978160.54994452,1.98510174547932,NA,1323.25770849859,154.994732284201,1997,18.9770355315957,31.2766021129272,8.46463949866069,1764.87858748056,0.814081139677105,3,278854.648620802,4622817.11734306
"2",1e+06,0.682036083644392,NA,1075.07708157346,358.686069425473,2018,16.4478555899858,28.9897334259748,9.75281494528055,2092.55430684904,6.90642857435273,4,248864.716401963,4627826.04781563
"3",912000.767995909,5.26021725972795,NA,715.472226734105,207.909375392186,1999,33.0029024728117,24.81313693025,2.34996879083437,1813.1348746192,3.21448541263752,2,253829.298881477,4639793.02621443
"4",1e+06,2.71976588607446,NA,696.346103232087,137.451192464665,2006,21.3975072950125,35.1435816478729,10.7305345873535,2063.06309895059,7.14797074989078,7,321864.716401963,4671826.04781563
"5",1e+06,10.6638083733443,NA,582.303372061626,166.690737801852,2018,10.9329224142432,16.2744031402469,10.8691463463753,1792.72277781199,6.89674060646797,3,250864.716401963,4603826.04781563
"6",999591.344628904,0.767182086708789,NA,1812.9259049737,286.429977536092,2007,17.0172141965588,18.800738919743,13.9031796210851,1721.36943626404,1.04575358390808,2,275864.516470197,4602826.2488248
"7",1e+06,5.46687297732302,NA,1197.98505313353,289.54731157514,2018,14.8019601404399,30.4632369352365,10.8244767690136,1804.7535958639,2.45401121930378,6,247864.716401963,4616826.04781563
"8",1e+06,0.551290987491299,NA,1159.60374303808,161.946558974431,2006,2.86734635912406,31.9553981524706,23.6042619031668,1564.73772155762,1.16280295372009,8,316864.716401963,4676826.04781563
"9",999478.442717537,14.448845435088,NA,1216.56740146213,140.07632471014,2018,12.3709747145666,18.9229771084454,7.28620846976781,1710.30775750505,3.90881872729894,3,250864.459339603,4617825.79509879
"10",1e+06,3.22913601050073,NA,899.091287281879,410.146813838242,2011,6.83795036043972,23.6508069705963,37.6916892783344,1581.73153518677,4.99546199798584,4,248864.716401963,4687826.04781563
"11",926894.473627001,8.16875033078905,NA,855.011962790967,413.159831693995,2011,20.2896910352539,29.6157775299475,20.5145756681557,1796.70639552066,7.77844022449694,4,245890.249107925,4680856.18056883
"12",1e+06,1.78797706055238,NA,254.654539017147,46.4909030946696,2006,16.8256345024705,31.9420264267921,8.12611016529438,2081.29183570862,7.94309966087341,8,328864.716401963,4658826.04781563
"13",1e+06,1.17163519859864,NA,902.640516033217,296.914669518664,2011,10.7608255301416,31.5739247232676,34.9334235137701,1705.3956678009,6.28804996490479,1,246864.716401963,4689826.04781563
"14",1e+06,0.828563574471682,NA,929.380843113038,149.061725339263,2006,6.39599816918373,34.9577279174328,13.8705844807625,1623.8957649231,0.98912036895752,6,316864.716401963,4670826.04781563
"15",1e+06,3.74881245297405,NA,716.166186489029,215.30088631587,2006,18.8796636217833,36.6681875509024,11.7124162681587,1909.43802810297,6.04355170087117,2,330864.716401963,4665826.04781563
"16",935543.29170227,7.35443103915577,NA,158.600377792217,44.8471623901314,2006,19.4579943533815,37.5770941766761,9.38642819011192,1891.07462756212,7.23749254081114,3,323890.638222632,4674826.29736382
"17",1e+06,6.28499175163335,NA,455.628514142622,91.0677995644574,2018,16.2545496038347,11.4256754520535,13.6612051126733,1696.35388458996,4.24274419458901,5,250864.716401963,4602826.04781563
"18",1e+06,0.460113980929648,NA,2073.68518962306,246.919551081966,2005,5.09111191624776,26.3509869158268,25.9602214848995,1557.67162244843,1.03287860591237,3,335864.716401963,4663826.04781563
"19",948198.171270162,5.65006906498094,NA,625.286566890057,276.009527058482,1998,17.640804504769,26.2069642016235,13.8755524832014,1609.91174027482,5.10910446498051,6,258884.084868739,4660848.95979868
"20",1e+06,1.0932835547151,NA,1162.21322025283,171.928253069881,2018,14.0072300469875,14.6019372344017,16.3715043406188,1642.66570553663,5.06649944026296,4,251864.716401963,4598826.04781563
"21",1e+06,4.31093646042296,NA,987.903439366694,355.420457358179,2018,13.0367004922032,24.194780678153,15.93782756228,1887.55070428616,5.79653708295124,6,246864.716401963,4603826.04781563
"22",1e+06,12.2456955549693,NA,926.018577387,542.252781125544,2011,24.5632569086552,38.6793051227927,7.13397074981011,1941.04601997375,5.56565578460693,1,245864.716401963,4679826.04781563
"23",1e+06,0.957046802691883,NA,738.821987855393,125.717672095579,2018,16.9034040437639,12.120685403645,16.3776560613513,1544.19531458413,1.93452135411704,4,253864.716401963,4599826.04781563
"24",1e+06,1.39053454116803,NA,1056.6418465479,409.169271554914,2007,23.6302656304836,32.6399557888508,5.34633689325303,1720.77912121284,2.17603875136957,2,315864.716401963,4648826.04781563
"25",1e+06,1.63017504424807,NA,1396.83477592808,181.627948699788,1997,13.5327882680297,37.9961980998516,10.8883755722642,1737.20396683856,0.756030673515506,3,278864.716401963,4621826.04781563
"26",1e+06,1.28560694551679,NA,326.113221772265,50.7689117020439,2006,13.0926662191376,31.8775264878571,16.7930989050493,1755.76831449183,5.09086536314429,7,318864.716401963,4676826.04781563
"27",1e+06,5.33531416878409,NA,211.223511064786,134.940137847556,1999,23.3732350021601,29.1180139282346,6.07314771615667,1855.85933718798,4.82482928764529,6,239864.716401963,4654826.04781563
"28",1e+06,11.3771735511882,NA,955.513033872926,209.61337705302,2018,9.86609923750162,19.2468371377885,10.1927121382207,1788.80550506592,4.43855288505554,3,246864.716401963,4599826.04781563
"29",989310.104402947,5.00436072429502,NA,933.455840823313,198.526646015412,2000,18.6577018329505,28.2475919561158,15.0871625587739,1742.53898070904,6.15053821647957,4,254860.106379226,4660831.09833632
"30",1e+06,3.63722332734848,NA,533.15401007586,86.9108565400319,2006,16.4940521121025,38.9647361397743,11.6866619741917,1755.65591259468,4.11861881163062,8,324864.716401963,4675826.04781563
"31",1e+06,19.3770415492179,NA,523.397064941924,60.7291097389908,2000,11.0232396706939,16.5049772319198,5.36598712783074,1843.94054290771,3.65118074417114,6,273864.716401963,4649826.04781563
"32",1e+06,1.2387929937754,NA,1921.65864531309,339.455224944646,2018,19.9086719059944,20.3268916755915,6.76452978849411,1738.55605705261,2.3895044708252,4,255864.716401963,4622826.04781563
"33",949096.277031679,8.05680527886513,NA,1131.80076724291,238.350082257637,1984,17.9397794881826,27.8461983317421,4.92185418861647,1720.28654431011,1.43686906180425,6,288868.904093155,4667806.34945543
"34",1e+06,1.80798197919953,NA,734.474434822484,191.559089630528,2018,21.7451751661301,33.1183382856846,8.45459456026554,1800.45610091047,2.82793731689453,2,247864.716401963,4619826.04781563
"35",999761.71714464,3.69218427893835,NA,396.817160265598,81.2547246393736,2018,11.1086392650237,38.5269634980422,17.5758783076818,1899.89303390503,6.11586574554443,1,296864.672864098,4672826.16620422
"36",1e+06,0.0689228852965396,NA,851.061353629176,320.963180780192,1999,10.2155870383698,22.2037771840394,18.8918625459075,1539.02515258426,0.492986076577372,NA,306864.716401963,4656826.04781563
"37",1e+06,9.51108079246978,NA,871.828040324953,456.61697947112,2011,24.0657995690405,34.170631878376,9.81068513613194,1789.82819429723,6.47036766424412,8,246864.716401963,4680826.04781563
